label,string,result,time,size
periodo naive, fill with period,11896,0.0216736,104090
periodo smart, fill with period,11896,0.0009723,104090
periodo naive, fill with period,7363,0.0145231,110834
periodo smart, fill with period,7363,0.0010413,110834
periodo naive, fill with period,87,0.0006515,118014
periodo smart, fill with period,87,0.0010038,118014
periodo naive, fill with period,21948,0.0473689,125660
periodo smart, fill with period,21948,0.0012981,125660
periodo naive, fill with period,13737,0.0317223,133801
periodo smart, fill with period,13737,0.0013416,133801
periodo naive, fill with period,20133,0.0497329,142470
periodo smart, fill with period,20133,0.0014245,142470
periodo naive, fill with period,5579,0.016475,151700
periodo smart, fill with period,5579,0.0014963,151700
periodo naive, fill with period,1358,0.0044017,161528
periodo smart, fill with period,1358,0.0015598,161528
periodo naive, fill with period,28607,0.410347,171992
periodo smart, fill with period,28607,0.0015492,171992
periodo naive, fill with period,30904,0.386664,183135
periodo smart, fill with period,30904,0.0016596,183135
periodo naive, fill with period,6780,0.0809689,195000
periodo smart, fill with period,6780,0.0016169,195000
periodo naive, fill with period,7600,0.0988469,207633
periodo smart, fill with period,7600,0.0017574,207633
periodo naive, fill with period,15828,0.232136,221085
periodo smart, fill with period,15828,0.0018509,221085
periodo naive, fill with period,20187,0.279776,235408
periodo smart, fill with period,20187,0.0020307,235408
periodo naive, fill with period,19137,0.278235,250659
periodo smart, fill with period,19137,0.0021658,250659
periodo naive, fill with period,19278,0.318213,266898
periodo smart, fill with period,19278,0.002111,266898
periodo naive, fill with period,2000,0.0368176,284190
periodo smart, fill with period,2000,0.0021922,284190
periodo naive, fill with period,11158,0.20532,302601
periodo smart, fill with period,11158,0.0023407,302601
periodo naive, fill with period,27511,0.540287,322206
periodo smart, fill with period,27511,0.0025707,322206
periodo naive, fill with period,30782,0.746195,343080
periodo smart, fill with period,30782,0.0027711,343080
periodo naive, fill with period,10001,0.227138,365307
periodo smart, fill with period,10001,0.0028081,365307
periodo naive, fill with period,23110,0.524647,388974
periodo smart, fill with period,23110,0.0030655,388974
periodo naive, fill with period,30182,0.948127,414174
periodo smart, fill with period,30182,0.0034129,414174
periodo naive, fill with period,24481,0.853677,441006
periodo smart, fill with period,24481,0.003478,441006
periodo naive, fill with period,32421,0.969511,469577
periodo smart, fill with period,32421,0.0037788,469577
periodo naive, fill with period,10427,0.346544,500000
periodo smart, fill with period,10427,0.0037822,500000
periodo naive, fill with period,400,7.51e-05,1000
periodo smart, fill with period,400,9.59091e-06,1000
periodo naive, fill with period,936,0.0001677,1064
periodo smart, fill with period,936,1.16556e-05,1064
periodo naive, fill with period,741,0.000133,1133
periodo smart, fill with period,741,1.20778e-05,1133
periodo naive, fill with period,334,6.66e-05,1207
periodo smart, fill with period,334,1.096e-05,1207
periodo naive, fill with period,1051,0.0001979,1285
periodo smart, fill with period,1051,1.3375e-05,1285
periodo naive, fill with period,49,1.20556e-05,1368
periodo smart, fill with period,49,9.28182e-06,1368
periodo naive, fill with period,1082,0.0001754,1457
periodo smart, fill with period,1082,1.19444e-05,1457
periodo naive, fill with period,391,6.36e-05,1551
periodo smart, fill with period,391,1.109e-05,1551
periodo naive, fill with period,382,6.35e-05,1652
periodo smart, fill with period,382,1.16444e-05,1652
periodo naive, fill with period,175,3.1725e-05,1759
periodo smart, fill with period,175,1.22556e-05,1759
periodo naive, fill with period,1193,0.0001738,1873
periodo smart, fill with period,1193,1.52143e-05,1873
periodo naive, fill with period,615,9.965e-05,1994
periodo smart, fill with period,615,1.46286e-05,1994
periodo naive, fill with period,441,7.275e-05,2123
periodo smart, fill with period,441,1.49857e-05,2123
periodo naive, fill with period,2182,0.0002282,2261
periodo smart, fill with period,2182,2.048e-05,2261
periodo naive, fill with period,606,0.0001024,2408
periodo smart, fill with period,606,1.72833e-05,2408
periodo naive, fill with period,370,6.69e-05,2564
periodo smart, fill with period,370,1.775e-05,2564
periodo naive, fill with period,2369,0.0002329,2730
periodo smart, fill with period,2369,2.39e-05,2730
periodo naive, fill with period,1960,0.0001879,2907
periodo smart, fill with period,1960,2.432e-05,2907
periodo naive, fill with period,3080,0.0003043,3095
periodo smart, fill with period,3080,2.8775e-05,3095
periodo naive, fill with period,1525,0.0001567,3295
periodo smart, fill with period,1525,2.5475e-05,3295
periodo naive, fill with period,2044,0.0002917,3509
periodo smart, fill with period,2044,3.70667e-05,3509
periodo naive, fill with period,3669,0.0005179,3736
periodo smart, fill with period,3669,4.65e-05,3736
periodo naive, fill with period,2055,0.0003831,3978
periodo smart, fill with period,2055,3.35667e-05,3978
periodo naive, fill with period,3915,0.0005452,4236
periodo smart, fill with period,3915,4.2e-05,4236
periodo naive, fill with period,2882,0.0003453,4511
periodo smart, fill with period,2882,3.77333e-05,4511
periodo naive, fill with period,2922,0.0004728,4803
periodo smart, fill with period,2922,4.06e-05,4803
periodo naive, fill with period,2234,0.0003019,5114
periodo smart, fill with period,2234,4.21667e-05,5114
periodo naive, fill with period,1643,0.0002342,5446
periodo smart, fill with period,1643,3.99667e-05,5446
periodo naive, fill with period,1061,0.000164,5798
periodo smart, fill with period,1061,4.05e-05,5798
periodo naive, fill with period,4437,0.000661,6174
periodo smart, fill with period,4437,5.745e-05,6174
periodo naive, fill with period,5393,0.0008337,6574
periodo smart, fill with period,5393,6.58e-05,6574
periodo naive, fill with period,3197,0.000657,7000
periodo smart, fill with period,3197,6.065e-05,7000
periodo naive, fill with period,1398,0.0003174,7454
periodo smart, fill with period,1398,5.685e-05,7454
periodo naive, fill with period,5150,0.0009368,7937
periodo smart, fill with period,5150,6.91e-05,7937
periodo naive, fill with period,2963,0.0006602,8451
periodo smart, fill with period,2963,7.155e-05,8451
periodo naive, fill with period,7159,0.0014192,8998
periodo smart, fill with period,7159,9.03e-05,8998
periodo naive, fill with period,5608,0.0011675,9581
periodo smart, fill with period,5608,8.42e-05,9581
periodo naive, fill with period,2799,0.0007191,10202
periodo smart, fill with period,2799,8.295e-05,10202
periodo naive, fill with period,3274,0.0007728,10863
periodo smart, fill with period,3274,8.33e-05,10863
periodo naive, fill with period,325,0.0001626,11567
periodo smart, fill with period,325,7.67e-05,11567
periodo naive, fill with period,4574,0.0011745,12316
periodo smart, fill with period,4574,0.0001002,12316
periodo naive, fill with period,3385,0.000926,13114
periodo smart, fill with period,3385,0.0001024,13114
periodo naive, fill with period,10305,0.0029162,13964
periodo smart, fill with period,10305,0.0001468,13964
periodo naive, fill with period,7534,0.0023255,14868
periodo smart, fill with period,7534,0.0001516,14868
periodo naive, fill with period,11868,0.0036967,15832
periodo smart, fill with period,11868,0.0001611,15832
periodo naive, fill with period,1837,0.0007838,16857
periodo smart, fill with period,1837,0.0001284,16857
periodo naive, fill with period,13200,0.0056492,17950
periodo smart, fill with period,13200,0.0001834,17950
periodo naive, fill with period,15973,0.0069203,19113
periodo smart, fill with period,15973,0.0002038,19113
periodo naive, fill with period,18175,0.0083281,20351
periodo smart, fill with period,18175,0.000213,20351
periodo naive, fill with period,262,0.0001963,21669
periodo smart, fill with period,262,0.0001445,21669
periodo naive, fill with period,1746,0.0009408,23073
periodo smart, fill with period,1746,0.0001621,23073
periodo naive, fill with period,20018,0.0105214,24568
periodo smart, fill with period,20018,0.0002615,24568
periodo naive, fill with period,7888,0.0043895,26160
periodo smart, fill with period,7888,0.000211,26160
periodo naive, fill with period,2408,0.0014672,27854
periodo smart, fill with period,2408,0.0001977,27854
periodo naive, fill with period,20303,0.0122632,29659
periodo smart, fill with period,20303,0.0002708,29659
periodo naive, fill with period,13818,0.008803,31581
periodo smart, fill with period,13818,0.0003021,31581
periodo naive, fill with period,13113,0.0088934,33627
periodo smart, fill with period,13113,0.0002892,33627
periodo naive, fill with period,1695,0.0012912,35805
periodo smart, fill with period,1695,0.0002447,35805
periodo naive, fill with period,13141,0.0097583,38125
periodo smart, fill with period,13141,0.0003774,38125
periodo naive, fill with period,22505,0.0175914,40595
periodo smart, fill with period,22505,0.0004036,40595
periodo naive, fill with period,31861,0.025962,43225
periodo smart, fill with period,31861,0.000526,43225
periodo naive, fill with period,19584,0.0169175,46025
periodo smart, fill with period,19584,0.000452,46025
periodo naive, fill with period,3461,0.0033049,49007
periodo smart, fill with period,3461,0.0004221,49007
periodo naive, fill with period,11183,0.0108068,52182
periodo smart, fill with period,11183,0.0004788,52182
periodo naive, fill with period,15460,0.0157031,55563
periodo smart, fill with period,15460,0.0005623,55563
periodo naive, fill with period,7248,0.0079117,59163
periodo smart, fill with period,7248,0.0005525,59163
periodo naive, fill with period,8061,0.0118018,62996
periodo smart, fill with period,8061,0.0005924,62996
periodo naive, fill with period,612,0.0009755,67077
periodo smart, fill with period,612,0.0005544,67077
periodo naive, fill with period,27648,0.0347462,71422
periodo smart, fill with period,27648,0.0007453,71422
periodo naive, fill with period,7860,0.0106207,76050
periodo smart, fill with period,7860,0.0006781,76050
periodo naive, fill with period,16049,0.0226797,80977
periodo smart, fill with period,16049,0.0007704,80977
periodo naive, fill with period,8728,0.0132022,86223
periodo smart, fill with period,8728,0.0008053,86223
periodo naive, fill with period,32612,0.0517165,91809
periodo smart, fill with period,32612,0.0008998,91809
periodo naive, fill with period,3188,0.0056608,97757
periodo smart, fill with period,3188,0.0008606,97757
periodo naive, fill with period,30186,0.0535896,104090
periodo smart, fill with period,30186,0.0010491,104090
periodo naive, fill with period,11339,0.0216272,110834
periodo smart, fill with period,11339,0.0010138,110834
periodo naive, fill with period,25595,0.0516407,118014
periodo smart, fill with period,25595,0.0012415,118014
periodo naive, fill with period,10253,0.0220126,125660
periodo smart, fill with period,10253,0.001235,125660
periodo naive, fill with period,14240,0.0327448,133801
periodo smart, fill with period,14240,0.0011674,133801
periodo naive, fill with period,32317,0.0781247,142470
periodo smart, fill with period,32317,0.0013835,142470
periodo naive, fill with period,1152,0.0035101,151700
periodo smart, fill with period,1152,0.0012765,151700
periodo naive, fill with period,10873,0.0315222,161528
periodo smart, fill with period,10873,0.0013397,161528
periodo naive, fill with period,26998,0.0807552,171992
periodo smart, fill with period,26998,0.0014962,171992
periodo naive, fill with period,5925,0.0204389,183135
periodo smart, fill with period,5925,0.0015843,183135
periodo naive, fill with period,10919,0.0432672,195000
periodo smart, fill with period,10919,0.001659,195000
periodo naive, fill with period,9900,0.0380438,207633
periodo smart, fill with period,9900,0.0017856,207633
periodo naive, fill with period,24053,0.100188,221085
periodo smart, fill with period,24053,0.0018773,221085
periodo naive, fill with period,4476,0.0205425,235408
periodo smart, fill with period,4476,0.001954,235408
periodo naive, fill with period,27721,0.406215,250659
periodo smart, fill with period,27721,0.0022089,250659
periodo naive, fill with period,9672,0.165687,266898
periodo smart, fill with period,9672,0.0020767,266898
periodo naive, fill with period,16724,0.296141,284190
periodo smart, fill with period,16724,0.0022399,284190
periodo naive, fill with period,17070,0.322661,302601
periodo smart, fill with period,17070,0.002388,302601
periodo naive, fill with period,31429,0.677387,322206
periodo smart, fill with period,31429,0.0026137,322206
periodo naive, fill with period,14262,0.432623,343080
periodo smart, fill with period,14262,0.0026519,343080
periodo naive, fill with period,23668,0.537672,365307
periodo smart, fill with period,23668,0.0029156,365307
periodo naive, fill with period,14969,0.362159,388974
periodo smart, fill with period,14969,0.0030223,388974
periodo naive, fill with period,25675,0.686723,414174
periodo smart, fill with period,25675,0.0033579,414174
periodo naive, fill with period,7256,0.193503,441006
periodo smart, fill with period,7256,0.0033841,441006
periodo naive, fill with period,25520,0.734255,469577
periodo smart, fill with period,25520,0.0037309,469577
periodo naive, fill with period,7302,0.23588,500000
periodo smart, fill with period,7302,0.0038213,500000
periodo naive, fill with period,396,6.525e-05,1000
periodo smart, fill with period,396,9.41818e-06,1000
periodo naive, fill with period,789,0.000102,1064
periodo smart, fill with period,789,1.326e-05,1064
periodo naive, fill with period,504,6.785e-05,1133
periodo smart, fill with period,504,8.86667e-06,1133
periodo naive, fill with period,654,8.155e-05,1207
periodo smart, fill with period,654,9.26364e-06,1207
periodo naive, fill with period,1199,0.0001067,1285
periodo smart, fill with period,1199,1.081e-05,1285
periodo naive, fill with period,1355,0.0001514,1368
periodo smart, fill with period,1355,1.17e-05,1368
periodo naive, fill with period,1362,9.66e-05,1457
periodo smart, fill with period,1362,1.265e-05,1457
periodo naive, fill with period,248,2.44e-05,1551
periodo smart, fill with period,248,1.074e-05,1551
periodo naive, fill with period,965,8.035e-05,1652
periodo smart, fill with period,965,1.2625e-05,1652
periodo naive, fill with period,990,8.87e-05,1759
periodo smart, fill with period,990,1.43714e-05,1759
periodo naive, fill with period,988,8.145e-05,1873
periodo smart, fill with period,988,1.45143e-05,1873
periodo naive, fill with period,298,3.68e-05,1994
periodo smart, fill with period,298,1.3725e-05,1994
periodo naive, fill with period,1893,0.0001727,2123
periodo smart, fill with period,1893,1.775e-05,2123
periodo naive, fill with period,576,5.39e-05,2261
periodo smart, fill with period,576,1.60571e-05,2261
periodo naive, fill with period,779,0.0001245,2408
periodo smart, fill with period,779,1.73333e-05,2408
periodo naive, fill with period,1263,0.0001393,2564
periodo smart, fill with period,1263,2.062e-05,2564
periodo naive, fill with period,43,1.3025e-05,2730
periodo smart, fill with period,43,1.79667e-05,2730
periodo naive, fill with period,1929,0.0001863,2907
periodo smart, fill with period,1929,2.384e-05,2907
periodo naive, fill with period,900,0.00010105,3095
periodo smart, fill with period,900,3.1525e-05,3095
periodo naive, fill with period,2520,0.000371,3295
periodo smart, fill with period,2520,4.27333e-05,3295
periodo naive, fill with period,1590,0.0002108,3509
periodo smart, fill with period,1590,2.75e-05,3509
periodo naive, fill with period,3513,0.0003873,3736
periodo smart, fill with period,3513,3.82667e-05,3736
periodo naive, fill with period,3772,0.000418,3978
periodo smart, fill with period,3772,3.80333e-05,3978
periodo naive, fill with period,2024,0.000237,4236
periodo smart, fill with period,2024,3.26e-05,4236
periodo naive, fill with period,1039,0.0001376,4511
periodo smart, fill with period,1039,3.235e-05,4511
periodo naive, fill with period,2694,0.0003406,4803
periodo smart, fill with period,2694,4.09333e-05,4803
periodo naive, fill with period,2183,0.0002918,5114
periodo smart, fill with period,2183,4.05667e-05,5114
periodo naive, fill with period,2854,0.0003896,5446
periodo smart, fill with period,2854,4.40667e-05,5446
periodo naive, fill with period,1430,0.0002142,5798
periodo smart, fill with period,1430,4.46333e-05,5798
periodo naive, fill with period,3659,0.0005429,6174
periodo smart, fill with period,3659,5.555e-05,6174
periodo naive, fill with period,2493,0.0003922,6574
periodo smart, fill with period,2493,5.14e-05,6574
periodo naive, fill with period,4032,0.000674,7000
periodo smart, fill with period,4032,6.285e-05,7000
periodo naive, fill with period,492,0.0001059,7454
periodo smart, fill with period,492,5.54e-05,7454
periodo naive, fill with period,432,0.0001209,7937
periodo smart, fill with period,432,5.29e-05,7937
periodo naive, fill with period,1003,0.000239,8451
periodo smart, fill with period,1003,6.25756e-05,8451
periodo naive, fill with period,549,0.0001404,8998
periodo smart, fill with period,549,6.125e-05,8998
periodo naive, fill with period,2476,0.0005406,9581
periodo smart, fill with period,2476,7.165e-05,9581
periodo naive, fill with period,2261,0.0005111,10202
periodo smart, fill with period,2261,7.44e-05,10202
periodo naive, fill with period,346,0.000118,10863
periodo smart, fill with period,346,7.185e-05,10863
periodo naive, fill with period,1444,0.000382,11567
periodo smart, fill with period,1444,8.13e-05,11567
periodo naive, fill with period,2203,0.0005888,12316
periodo smart, fill with period,2203,8.865e-05,12316
periodo naive, fill with period,5435,0.0015438,13114
periodo smart, fill with period,5435,0.0001244,13114
periodo naive, fill with period,5249,0.0015359,13964
periodo smart, fill with period,5249,0.0001167,13964
periodo naive, fill with period,4856,0.0014835,14868
periodo smart, fill with period,4856,0.0001171,14868
periodo naive, fill with period,3547,0.0011462,15832
periodo smart, fill with period,3547,0.0001226,15832
periodo naive, fill with period,6827,0.002828,16857
periodo smart, fill with period,6827,0.0001719,16857
periodo naive, fill with period,10757,0.0046431,17950
periodo smart, fill with period,10757,0.0001616,17950
periodo naive, fill with period,8956,0.0041147,19113
periodo smart, fill with period,8956,0.0001714,19113
periodo naive, fill with period,3215,0.0015415,20351
periodo smart, fill with period,3215,0.0001489,20351
periodo naive, fill with period,629,0.0003668,21669
periodo smart, fill with period,629,0.0001498,21669
periodo naive, fill with period,15075,0.007602,23073
periodo smart, fill with period,15075,0.0002175,23073
periodo naive, fill with period,315,0.0002434,24568
periodo smart, fill with period,315,0.0001618,24568
periodo naive, fill with period,16083,0.0088873,26160
periodo smart, fill with period,16083,0.0002345,26160
periodo naive, fill with period,9264,0.0054454,27854
periodo smart, fill with period,9264,0.0002672,27854
periodo naive, fill with period,16737,0.0102015,29659
periodo smart, fill with period,16737,0.00026,29659
periodo naive, fill with period,15293,0.0097377,31581
periodo smart, fill with period,15293,0.0002671,31581
periodo naive, fill with period,23857,0.0166275,33627
periodo smart, fill with period,23857,0.0003841,33627
periodo naive, fill with period,16087,0.0114332,35805
periodo smart, fill with period,16087,0.0003766,35805
periodo naive, fill with period,12656,0.0095214,38125
periodo smart, fill with period,12656,0.0003523,38125
periodo naive, fill with period,20970,0.0169903,40595
periodo smart, fill with period,20970,0.000431,40595
periodo naive, fill with period,7822,0.0066104,43225
periodo smart, fill with period,7822,0.0003806,43225
periodo naive, fill with period,5471,0.004984,46025
periodo smart, fill with period,5471,0.0003863,46025
periodo naive, fill with period,278,0.0004358,49007
periodo smart, fill with period,278,0.0003903,49007
periodo naive, fill with period,20286,0.0197221,52182
periodo smart, fill with period,20286,0.0005053,52182
periodo naive, fill with period,18630,0.0193423,55563
periodo smart, fill with period,18630,0.0005469,55563
periodo naive, fill with period,16964,0.0183366,59163
periodo smart, fill with period,16964,0.0006108,59163
periodo naive, fill with period,4758,0.0056645,62996
periodo smart, fill with period,4758,0.0005343,62996
periodo naive, fill with period,31489,0.0395451,67077
periodo smart, fill with period,31489,0.0006494,67077
periodo naive, fill with period,16535,0.0212023,71422
periodo smart, fill with period,16535,0.0006809,71422
periodo naive, fill with period,13096,0.0182114,76050
periodo smart, fill with period,13096,0.0006512,76050
periodo naive, fill with period,32109,0.0462279,80977
periodo smart, fill with period,32109,0.0008247,80977
periodo naive, fill with period,15393,0.023286,86223
periodo smart, fill with period,15393,0.0008213,86223
periodo naive, fill with period,2406,0.0042118,91809
periodo smart, fill with period,2406,0.000735,91809
periodo naive, fill with period,16865,0.0288908,97757
periodo smart, fill with period,16865,0.0008586,97757
periodo naive, fill with period,8037,0.0154614,104090
periodo smart, fill with period,8037,0.0008769,104090
periodo naive, fill with period,24289,0.0461306,110834
periodo smart, fill with period,24289,0.0010239,110834
periodo naive, fill with period,11753,0.0249131,118014
periodo smart, fill with period,11753,0.0010697,118014
periodo naive, fill with period,29103,0.0666871,125660
periodo smart, fill with period,29103,0.0011427,125660
periodo naive, fill with period,9949,0.024599,133801
periodo smart, fill with period,9949,0.0016484,133801
periodo naive, fill with period,375,0.0017645,142470
periodo smart, fill with period,375,0.0011532,142470
periodo naive, fill with period,7756,0.0222537,151700
periodo smart, fill with period,7756,0.0012483,151700
periodo naive, fill with period,23738,0.0805868,161528
periodo smart, fill with period,23738,0.0014078,161528
periodo naive, fill with period,7788,0.0240185,171992
periodo smart, fill with period,7788,0.0014477,171992
periodo naive, fill with period,21786,0.0727124,183135
periodo smart, fill with period,21786,0.0015325,183135
periodo naive, fill with period,3920,0.0170232,195000
periodo smart, fill with period,3920,0.0018468,195000
periodo naive, fill with period,17108,0.205114,207633
periodo smart, fill with period,17108,0.0017015,207633
periodo naive, fill with period,6087,0.0782446,221085
periodo smart, fill with period,6087,0.0017692,221085
periodo naive, fill with period,17274,0.238455,235408
periodo smart, fill with period,17274,0.0019681,235408
periodo naive, fill with period,24138,0.353687,250659
periodo smart, fill with period,24138,0.0022218,250659
periodo naive, fill with period,3534,0.0611011,266898
periodo smart, fill with period,3534,0.0020523,266898
periodo naive, fill with period,953,0.0177106,284190
periodo smart, fill with period,953,0.0021544,284190
periodo naive, fill with period,4119,0.0868672,302601
periodo smart, fill with period,4119,0.0022974,302601
periodo naive, fill with period,18631,0.357652,322206
periodo smart, fill with period,18631,0.0025465,322206
periodo naive, fill with period,27420,0.557947,343080
periodo smart, fill with period,27420,0.0027304,343080
periodo naive, fill with period,17883,0.39243,365307
periodo smart, fill with period,17883,0.0028764,365307
periodo naive, fill with period,27375,0.661224,388974
periodo smart, fill with period,27375,0.0030982,388974
periodo naive, fill with period,13360,0.361423,414174
periodo smart, fill with period,13360,0.0032289,414174
periodo naive, fill with period,26245,0.925831,441006
periodo smart, fill with period,26245,0.0035032,441006
periodo naive, fill with period,11922,0.353943,469577
periodo smart, fill with period,11922,0.0037373,469577
periodo naive, fill with period,32330,1.21415,500000
periodo smart, fill with period,32330,0.004055,500000
periodo naive, fill with period,659,4.63667e-05,1000
periodo smart, fill with period,659,8.23846e-06,1000
periodo naive, fill with period,859,6.106e-05,1064
periodo smart, fill with period,859,8.725e-06,1064
periodo naive, fill with period,584,4.18667e-05,1133
periodo smart, fill with period,584,8.55833e-06,1133
