label,string,result,time,size
periodo smart, fill with period,97,0.0007955,35805
periodo naive, fill random,38125,10.0578,38125
periodo smart, fill random,38125,0.00092145,38125
periodo naive, fill with period,96,0.0249163,38125
periodo smart, fill with period,96,0.00077385,38125
periodo naive, fill random,40595,10.5875,40595
periodo smart, fill random,40595,0.00095785,40595
periodo naive, fill with period,97,0.0256597,40595
periodo smart, fill with period,97,0.0008278,40595
periodo naive, fill random,43224,11.115,43225
periodo smart, fill random,43224,0.00101045,43225
periodo naive, fill with period,98,0.0248247,43225
periodo smart, fill with period,98,0.0007997,43225
periodo naive, fill random,46025,11.0351,46025
periodo smart, fill random,46025,0.00098245,46025
periodo naive, fill with period,4,2.76519e-07,5
periodo smart, fill with period,4,2.7e-06,5
periodo naive, fill random,49007,11.5356,49007
periodo smart, fill random,49007,0.00104445,49007
periodo naive, fill with period,97,0.0238991,49007
periodo smart, fill with period,97,0.0007989,49007
periodo naive, fill random,52182,12.0437,52182
periodo smart, fill random,52182,0.0010232,52182
periodo naive, fill with period,43,1.80083e-05,43
periodo smart, fill with period,43,5.27895e-06,43
periodo naive, fill random,55560,12.5298,55563
periodo smart, fill random,55560,0.00111125,55563
periodo naive, fill with period,29,1.4175e-05,29
periodo smart, fill with period,29,5.115e-06,29
periodo naive, fill random,59162,13.0379,59163
periodo smart, fill random,59162,0.0011372,59163
periodo naive, fill with period,98,0.0218539,59163
periodo smart, fill with period,98,0.00084325,59163
periodo naive, fill random,62996,13.5523,62996
periodo smart, fill random,62996,0.0012613,62996
periodo naive, fill with period,96,0.0203836,62996
periodo smart, fill with period,96,0.00086045,62996
periodo naive, fill random,67077,13.9899,67077
periodo smart, fill random,67077,0.001154,67077
periodo naive, fill with period,98,0.020555,67077
periodo smart, fill with period,98,0.0008785,67077
periodo naive, fill random,71422,14.5556,71422
periodo smart, fill random,71422,0.0011808,71422
periodo naive, fill with period,97,0.0199059,71422
periodo smart, fill with period,97,0.00089755,71422
periodo naive, fill random,76050,14.8755,76050
periodo smart, fill random,76050,0.0014584,76050
periodo naive, fill with period,14,4.8125e-07,14
periodo smart, fill with period,14,2.79722e-06,14
periodo naive, fill random,80977,15.337,80977
periodo smart, fill random,80977,0.00135575,80977
periodo naive, fill with period,96,0.0186055,80977
periodo smart, fill with period,96,0.0009399,80977
periodo naive, fill random,86220,15.606,86223
periodo smart, fill random,86220,0.00138845,86223
periodo naive, fill with period,96,0.0173856,86223
periodo smart, fill with period,96,0.00096355,86223
periodo naive, fill random,91808,16.8589,91809
periodo smart, fill random,91808,0.00164295,91809
periodo naive, fill with period,7,3.66667e-07,7
periodo smart, fill with period,7,2.74324e-06,7
periodo naive, fill random,97757,12.3726,97757
periodo smart, fill random,97757,0.00064135,97757
periodo naive, fill with period,97,0.00684555,97757
periodo smart, fill with period,97,0.00042425,97757
periodo naive, fill random,104090,6.7011,104090
periodo smart, fill random,104090,0.0007154,104090
periodo naive, fill with period,96,0.00626965,104090
periodo smart, fill with period,96,0.0004359,104090
periodo naive, fill random,110831,6.6938,110834
periodo smart, fill random,110831,0.00063925,110834
periodo naive, fill with period,37,6.58125e-06,37
periodo smart, fill with period,37,2.23333e-06,37
periodo naive, fill random,118013,6.64473,118014
periodo smart, fill random,118013,0.00068085,118014
periodo naive, fill with period,6,1.34182e-07,6
periodo smart, fill with period,6,1.14091e-06,6
periodo naive, fill random,125660,6.49955,125660
periodo smart, fill random,125660,0.00078145,125660
periodo naive, fill with period,98,0.0120824,125660
periodo smart, fill with period,98,0.0004846,125660
periodo naive, fill random,133796,14.108,133801
periodo smart, fill random,133796,0.0008807,133801
periodo naive, fill with period,97,0.0106639,133801
periodo smart, fill with period,97,0.0006195,133801
periodo naive, fill random,142469,14.5219,142470
periodo smart, fill random,142469,0.00105315,142470
periodo naive, fill with period,20,0.0001156,20
periodo smart, fill with period,20,6.2236e-07,20
periodo naive, fill random,151699,15.0705,151700
periodo smart, fill random,151699,0.0009571,151700
periodo naive, fill with period,97,0.00971335,151700
periodo smart, fill with period,97,0.0006698,151700
periodo naive, fill random,161528,15.6514,161528
periodo smart, fill random,161528,0.00101065,161528
periodo naive, fill with period,97,0.00989265,161528
periodo smart, fill with period,97,0.00066925,161528
periodo naive, fill random,171992,12.0984,171992
periodo smart, fill random,171992,0.0011684,171992
periodo naive, fill with period,98,0.00269385,171992
periodo smart, fill with period,98,0.00074835,171992
periodo naive, fill random,183133,16.579,183135
periodo smart, fill random,183133,0.00109565,183135
periodo naive, fill with period,98,0.0092892,183135
periodo smart, fill with period,98,0.00103345,183135
periodo naive, fill random,195000,17.3161,195000
periodo smart, fill random,195000,0.001339,195000
periodo naive, fill with period,35,0.0001973,35
periodo smart, fill with period,35,1.063e-05,35
periodo naive, fill random,207633,6.62438,207633
periodo smart, fill random,207633,0.00129725,207633
periodo naive, fill with period,97,0.0019956,207633
periodo smart, fill with period,97,0.00108985,207633
periodo naive, fill random,221084,29.8256,221085
periodo smart, fill random,221084,0.0011632,221085
periodo naive, fill with period,72,0.0004308,72
periodo smart, fill with period,72,1.076e-05,72
periodo naive, fill random,235408,31.0998,235408
periodo smart, fill random,235408,0.0014178,235408
periodo naive, fill with period,97,0.0132422,235408
periodo smart, fill with period,97,0.00086675,235408
periodo naive, fill random,250658,23.1191,250659
periodo smart, fill random,250658,0.00172035,250659
periodo naive, fill with period,98,0.00257945,250659
periodo smart, fill with period,98,0.00104505,250659
periodo naive, fill random,266898,17.9133,266898
periodo smart, fill random,266898,0.00152685,266898
periodo naive, fill with period,97,0.0058165,266898
periodo smart, fill with period,97,0.00100995,266898
periodo naive, fill random,284188,13.5851,284190
periodo smart, fill random,284188,0.0015802,284190
periodo naive, fill with period,96,0.00524085,284190
periodo smart, fill with period,96,0.00109005,284190
periodo naive, fill random,302600,12.8859,302601
periodo smart, fill random,302600,0.001786,302601
periodo naive, fill with period,96,0.00476265,302601
periodo smart, fill with period,96,0.0011302,302601
periodo naive, fill random,322204,19.9138,322206
periodo smart, fill random,322204,0.00200835,322206
periodo naive, fill with period,40,3.325e-05,40
periodo smart, fill with period,40,2.24667e-06,40
periodo naive, fill random,343079,13.8975,343080
periodo smart, fill random,343079,0.001872,343080
periodo naive, fill with period,96,0.00501955,343080
periodo smart, fill with period,96,0.00138855,343080
periodo naive, fill random,365307,30.7621,365307
periodo smart, fill random,365307,0.00200335,365307
periodo naive, fill with period,97,0.00535595,365307
periodo smart, fill with period,97,0.00142725,365307
periodo naive, fill random,388974,19.2417,388974
periodo smart, fill random,388974,0.0022337,388974
periodo naive, fill with period,98,0.00566205,388974
periodo smart, fill with period,98,0.00144675,388974
periodo naive, fill random,414173,20.2519,414174
periodo smart, fill random,414173,0.0021998,414174
periodo naive, fill with period,35,0.000203,36
periodo smart, fill with period,35,1.062e-05,36
periodo naive, fill random,441005,46.1218,441006
periodo smart, fill random,441005,0.0023296,441006
periodo naive, fill with period,97,0.00630595,441006
periodo smart, fill with period,97,0.0016646,441006
periodo naive, fill random,469576,26.7478,469577
periodo smart, fill random,469576,0.0025203,469577
periodo naive, fill with period,96,0.00707835,469577
periodo smart, fill with period,96,0.00175025,469577
periodo naive, fill random,500000,29.0741,500000
periodo smart, fill random,500000,0.00284335,500000
periodo naive, fill with period,56,4.07333e-05,56
periodo smart, fill with period,56,2.31818e-06,56
periodo naive, fill random,999,0.0057451,1000
periodo smart, fill random,999,2.426e-05,1000
periodo naive, fill with period,97,0.00053215,1000
periodo smart, fill with period,97,2.218e-05,1000
periodo naive, fill random,1064,0.0057939,1064
periodo smart, fill random,1064,2.424e-05,1064
periodo naive, fill with period,97,0.0005295,1064
periodo smart, fill with period,97,2.238e-05,1064
periodo naive, fill random,1132,0.00626645,1133
periodo smart, fill random,1132,2.785e-05,1133
periodo naive, fill with period,97,0.0005967,1133
periodo smart, fill with period,97,2.612e-05,1133
periodo naive, fill random,1207,0.00698455,1207
periodo smart, fill random,1207,2.7325e-05,1207
periodo naive, fill with period,98,0.0006276,1207
periodo smart, fill with period,98,3.165e-05,1207
periodo naive, fill random,1285,0.0073232,1285
periodo smart, fill random,1285,2.57e-05,1285
periodo naive, fill with period,97,0.0006167,1285
periodo smart, fill with period,97,2.38e-05,1285
periodo naive, fill random,1366,0.0073033,1368
periodo smart, fill random,1366,2.505e-05,1368
periodo naive, fill with period,72,3.31e-05,72
periodo smart, fill with period,72,1.255e-06,72
periodo naive, fill random,1457,0.0077785,1457
periodo smart, fill random,1457,2.54e-05,1457
periodo naive, fill with period,30,6.55625e-06,30
periodo smart, fill with period,30,1.06211e-06,30
periodo naive, fill random,1551,0.00842965,1551
periodo smart, fill random,1551,2.628e-05,1551
periodo naive, fill with period,97,0.000497,1551
periodo smart, fill with period,97,2.366e-05,1551
periodo naive, fill random,1651,0.0084359,1652
periodo smart, fill random,1651,2.615e-05,1652
periodo naive, fill with period,96,0.0004868,1652
periodo smart, fill with period,96,2.396e-05,1652
periodo naive, fill random,1756,0.0087878,1759
periodo smart, fill random,1756,2.6075e-05,1759
periodo naive, fill with period,97,0.0004878,1759
periodo smart, fill with period,97,2.432e-05,1759
periodo naive, fill random,1872,0.0091953,1873
periodo smart, fill random,1872,2.64e-05,1873
periodo naive, fill with period,30,6.54375e-06,30
periodo smart, fill with period,30,9.74757e-07,30
periodo naive, fill random,1993,0.00971035,1994
periodo smart, fill random,1993,2.755e-05,1994
periodo naive, fill with period,97,0.0006472,1994
periodo smart, fill with period,97,2.9575e-05,1994
periodo naive, fill random,2121,0.0103116,2123
periodo smart, fill random,2121,2.83e-05,2123
periodo naive, fill with period,98,0.00047845,2123
periodo smart, fill with period,98,2.56e-05,2123
periodo naive, fill random,2261,0.0110444,2261
periodo smart, fill random,2261,2.875e-05,2261
periodo naive, fill with period,97,0.00046745,2261
periodo smart, fill with period,97,2.608e-05,2261
periodo naive, fill random,2407,0.0112963,2408
periodo smart, fill random,2407,2.9625e-05,2408
periodo naive, fill with period,97,0.00046175,2408
periodo smart, fill with period,97,2.658e-05,2408
periodo naive, fill random,2564,0.0120298,2564
periodo smart, fill random,2564,3.0275e-05,2564
periodo naive, fill with period,98,0.00045945,2564
periodo smart, fill with period,98,2.54e-05,2564
periodo naive, fill random,2730,0.0126372,2730
periodo smart, fill random,2730,3.1e-05,2730
periodo naive, fill with period,96,0.00044415,2730
periodo smart, fill with period,96,2.5975e-05,2730
periodo naive, fill random,2907,0.0137068,2907
periodo smart, fill random,2907,3.31e-05,2907
periodo naive, fill with period,10,1.57638e-07,10
periodo smart, fill with period,10,3.32558e-07,10
periodo naive, fill random,3094,0.0124945,3095
periodo smart, fill random,3094,3.355e-05,3095
periodo naive, fill with period,96,0.00039085,3095
periodo smart, fill with period,96,2.71e-05,3095
periodo naive, fill random,3295,0.012822,3295
periodo smart, fill random,3295,3.4675e-05,3295
periodo naive, fill with period,96,0.0003806,3295
periodo smart, fill with period,96,2.775e-05,3295
periodo naive, fill random,3509,0.0136367,3509
periodo smart, fill random,3509,3.38e-05,3509
periodo naive, fill with period,96,0.0003693,3509
periodo smart, fill with period,96,2.7075e-05,3509
periodo naive, fill random,3730,0.0138022,3736
periodo smart, fill random,3730,3.5475e-05,3736
periodo naive, fill with period,15,2.12076e-07,15
periodo smart, fill with period,15,1.19643e-06,15
periodo naive, fill random,3976,0.0147108,3978
periodo smart, fill random,3976,3.44e-05,3978
periodo naive, fill with period,98,0.0003525,3978
periodo smart, fill with period,98,2.845e-05,3978
periodo naive, fill random,4236,0.0150393,4236
periodo smart, fill random,4236,3.41333e-05,4236
periodo naive, fill with period,96,0.000332,4236
periodo smart, fill with period,96,2.915e-05,4236
periodo naive, fill random,4510,0.0147046,4511
periodo smart, fill random,4510,3.75333e-05,4511
periodo naive, fill with period,96,0.00031735,4511
periodo smart, fill with period,96,2.995e-05,4511
periodo naive, fill random,4802,0.014638,4803
periodo smart, fill random,4802,3.76333e-05,4803
periodo naive, fill with period,97,0.0003049,4803
periodo smart, fill with period,97,3.075e-05,4803
periodo naive, fill random,5113,0.0150066,5114
periodo smart, fill random,5113,4.09e-05,5114
periodo naive, fill with period,97,0.0002892,5114
periodo smart, fill with period,97,3.165e-05,5114
periodo naive, fill random,5445,0.0150584,5446
periodo smart, fill random,5445,3.94e-05,5446
periodo naive, fill with period,96,0.00026885,5446
periodo smart, fill with period,96,3.255e-05,5446
periodo naive, fill random,5798,0.0149505,5798
periodo smart, fill random,5798,0.0001612,5798
periodo naive, fill with period,60,3.89333e-05,60
periodo smart, fill with period,60,2.34186e-06,60
periodo naive, fill random,6169,0.01421,6174
periodo smart, fill random,6169,0.00015555,6174
periodo naive, fill with period,96,0.00023175,6174
periodo smart, fill with period,96,0.0001423,6174
periodo naive, fill random,6573,0.0141293,6574
periodo smart, fill random,6573,0.0001569,6574
periodo naive, fill with period,52,3.37667e-05,52
periodo smart, fill with period,52,2.28864e-06,52
periodo naive, fill random,6999,0.0131484,7000
periodo smart, fill random,6999,0.00015665,7000
periodo naive, fill with period,97,0.0001908,7000
periodo smart, fill with period,97,0.0001443,7000
periodo naive, fill random,7454,0.012336,7454
periodo smart, fill random,7454,0.0001614,7454
periodo naive, fill with period,96,0.00016595,7454
periodo smart, fill with period,96,0.00014545,7454
periodo naive, fill random,7936,0.0105641,7937
periodo smart, fill random,7936,0.0001623,7937
periodo naive, fill with period,97,0.00014205,7937
periodo smart, fill with period,97,0.0001465,7937
periodo naive, fill random,8451,0.0088849,8451
periodo smart, fill random,8451,0.0001624,8451
periodo naive, fill with period,98,0.00011655,8451
periodo smart, fill with period,98,0.00014775,8451
periodo naive, fill random,8998,1.11787,8998
periodo smart, fill random,8998,0.0001656,8998
periodo naive, fill with period,96,0.011691,8998
periodo smart, fill with period,96,0.000149,8998
periodo naive, fill random,9581,1.21302,9581
periodo smart, fill random,9581,0.00016705,9581
periodo naive, fill with period,98,0.0120629,9581
periodo smart, fill with period,98,0.0001504,9581
periodo naive, fill random,10201,1.35312,10202
periodo smart, fill random,10201,0.0001778,10202
periodo naive, fill with period,98,0.012485,10202
periodo smart, fill with period,98,0.0001581,10202
periodo naive, fill random,10863,1.36201,10863
periodo smart, fill random,10863,0.00019215,10863
periodo naive, fill with period,15,2.12979e-07,15
periodo smart, fill with period,15,1.20476e-06,15
periodo naive, fill random,11567,1.46998,11567
periodo smart, fill random,11567,0.0003214,11567
periodo naive, fill with period,96,0.0125849,11567
periodo smart, fill with period,96,0.0002888,11567
periodo naive, fill random,12316,1.59007,12316
periodo smart, fill random,12316,0.00031345,12316
periodo naive, fill with period,97,0.0121456,12316
periodo smart, fill with period,97,0.00028535,12316
periodo naive, fill random,13114,1.67709,13114
periodo smart, fill random,13114,0.00032315,13114
periodo naive, fill with period,96,0.0126926,13114
periodo smart, fill with period,96,0.00029835,13114
periodo naive, fill random,13964,1.78454,13964
periodo smart, fill random,13964,0.00031065,13964
periodo naive, fill with period,42,7.5e-06,42
periodo smart, fill with period,42,2.28182e-06,42
periodo naive, fill random,14868,1.90655,14868
periodo smart, fill random,14868,0.00032835,14868
periodo naive, fill with period,97,0.0127488,14868
periodo smart, fill with period,97,0.00030325,14868
periodo naive, fill random,15832,1.9833,15832
periodo smart, fill random,15832,0.0004588,15832
periodo naive, fill with period,98,0.0130433,15832
periodo smart, fill with period,98,0.00028585,15832
periodo naive, fill random,16857,2.07059,16857
periodo smart, fill random,16857,0.0003314,16857
periodo naive, fill with period,98,0.0125154,16857
periodo smart, fill with period,98,0.00029945,16857
periodo naive, fill random,17950,2.24461,17950
periodo smart, fill random,17950,0.00036215,17950
periodo naive, fill with period,20,5.08e-06,20
periodo smart, fill with period,20,2.41667e-06,20
periodo naive, fill random,19113,2.3895,19113
periodo smart, fill random,19113,0.0003209,19113
periodo naive, fill with period,97,0.0114269,19113
periodo smart, fill with period,97,0.00028895,19113
periodo naive, fill random,20348,2.48422,20351
periodo smart, fill random,20348,0.00040585,20351
periodo naive, fill with period,98,0.0123383,20351
periodo smart, fill with period,98,0.0002987,20351
periodo naive, fill random,21668,2.66198,21669
periodo smart, fill random,21668,0.0003375,21669
periodo naive, fill with period,98,0.0118982,21669
periodo smart, fill with period,98,0.0002953,21669
periodo naive, fill random,23073,2.7307,23073
periodo smart, fill random,23073,0.00036315,23073
periodo naive, fill with period,15,2.31178e-07,15
periodo smart, fill with period,15,1.29103e-06,15
periodo naive, fill random,24568,2.954,24568
periodo smart, fill random,24568,0.0003483,24568
periodo naive, fill with period,34,6.12941e-06,34
periodo smart, fill with period,34,2.22444e-06,34
periodo naive, fill random,26159,3.10153,26160
periodo smart, fill random,26159,0.0003711,26160
periodo naive, fill with period,97,0.0118888,26160
periodo smart, fill with period,97,0.00031115,26160
periodo naive, fill random,27849,3.32137,27854
periodo smart, fill random,27849,0.00041545,27854
periodo naive, fill with period,98,0.013099,27854
periodo smart, fill with period,98,0.00034725,27854
periodo naive, fill random,29659,3.53341,29659
periodo smart, fill random,29659,0.00035765,29659
periodo naive, fill with period,96,0.0109596,29659
periodo smart, fill with period,96,0.0003063,29659
periodo naive, fill random,31581,3.56941,31581
periodo smart, fill random,31581,0.00039735,31581
periodo naive, fill with period,14,2.10947e-07,14
periodo smart, fill with period,14,1.24815e-06,14
periodo naive, fill random,33624,3.77721,33627
periodo smart, fill random,33624,0.0003897,33627
periodo naive, fill with period,96,0.0107326,33627
periodo smart, fill with period,96,0.00032205,33627
periodo naive, fill random,35805,4.0347,35805
periodo smart, fill random,35805,0.000408,35805
periodo naive, fill with period,30,6.74e-06,30
periodo smart, fill with period,30,2.27955e-06,30
periodo naive, fill random,38125,4.15931,38125
periodo smart, fill random,38125,0.0004282,38125
periodo naive, fill with period,96,0.0111747,38125
periodo smart, fill with period,96,0.00035395,38125
periodo naive, fill random,40595,4.511,40595
periodo smart, fill random,40595,0.0004499,40595
periodo naive, fill with period,98,0.0117779,40595
periodo smart, fill with period,98,0.00037355,40595
periodo naive, fill random,43223,4.69586,43225
periodo smart, fill random,43223,0.0004612,43225
periodo naive, fill with period,96,0.0109771,43225
periodo smart, fill with period,96,0.0003742,43225
periodo naive, fill random,46024,4.537,46025
periodo smart, fill random,46024,0.00041855,46025
periodo naive, fill with period,97,0.00971875,46025
periodo smart, fill with period,97,0.00032885,46025
periodo naive, fill random,49006,4.75491,49007
periodo smart, fill random,49006,0.00044555,49007
periodo naive, fill with period,98,0.00994045,49007
periodo smart, fill with period,98,0.0003518,49007
periodo naive, fill random,52182,4.89876,52182
periodo smart, fill random,52182,0.00044015,52182
periodo naive, fill with period,97,0.00912915,52182
periodo smart, fill with period,97,0.0003402,52182
periodo naive, fill random,55563,5.08511,55563
periodo smart, fill random,55563,0.000443,55563
periodo naive, fill with period,96,0.00902855,55563
periodo smart, fill with period,96,0.0003463,55563
periodo naive, fill random,59159,5.29743,59163
periodo smart, fill random,59159,0.0004519,59163
periodo naive, fill with period,98,0.00888705,59163
periodo smart, fill with period,98,0.0003531,59163
periodo naive, fill random,62994,5.51389,62996
periodo smart, fill random,62994,0.00048955,62996
periodo naive, fill with period,96,0.0085847,62996
periodo smart, fill with period,96,0.0003632,62996
periodo naive, fill random,67077,5.69563,67077
periodo smart, fill random,67077,0.00052505,67077
periodo naive, fill with period,86,5.63667e-05,86
periodo smart, fill with period,86,2.42381e-06,86
periodo naive, fill random,71420,5.893,71422
periodo smart, fill random,71420,0.00052595,71422
periodo naive, fill with period,5,1.16647e-07,5
periodo smart, fill with period,5,3.69742e-07,5
periodo naive, fill random,76050,6.08907,76050
periodo smart, fill random,76050,0.00054085,76050
periodo naive, fill with period,98,0.0079269,76050
periodo smart, fill with period,98,0.00038415,76050
periodo naive, fill random,80977,6.23373,80977
periodo smart, fill random,80977,0.0005533,80977
periodo naive, fill with period,96,0.00766895,80977
periodo smart, fill with period,96,0.0003975,80977
periodo naive, fill random,86223,6.3768,86223
periodo smart, fill random,86223,0.0005432,86223
periodo naive, fill with period,96,0.0073814,86223
periodo smart, fill with period,96,0.00040275,86223
periodo naive, fill random,91809,6.46856,91809
periodo smart, fill random,91809,0.00059075,91809
periodo naive, fill with period,28,2.288e-05,28
periodo smart, fill with period,28,6.38217e-07,28
periodo naive, fill random,97757,6.56812,97757
periodo smart, fill random,97757,0.0005981,97757
periodo naive, fill with period,33,2.668e-05,33
periodo smart, fill with period,33,1.45217e-06,33
periodo naive, fill random,104090,6.59031,104090
periodo smart, fill random,104090,0.00063295,104090
periodo naive, fill with period,96,0.006411,104090
periodo smart, fill with period,96,0.0004399,104090
periodo naive, fill random,110832,6.58552,110834
periodo smart, fill random,110832,0.00063725,110834
periodo naive, fill with period,98,0.00599805,110834
periodo smart, fill with period,98,0.00044865,110834
periodo naive, fill random,118014,6.52939,118014
periodo smart, fill random,118014,0.0006532,118014
periodo naive, fill with period,96,0.0055087,118014
periodo smart, fill with period,96,0.00046205,118014
periodo naive, fill random,125660,6.57138,125660
periodo smart, fill random,125660,0.0008563,125660
periodo naive, fill with period,97,0.0123325,125660
periodo smart, fill with period,97,0.00048465,125660
periodo naive, fill random,133800,13.997,133801
periodo smart, fill random,133800,0.00118465,133801
periodo naive, fill with period,98,0.0100503,133801
periodo smart, fill with period,98,0.0005951,133801
periodo naive, fill random,142468,14.4031,142470
periodo smart, fill random,142468,0.00095825,142470
periodo naive, fill with period,97,0.0103505,142470
periodo smart, fill with period,97,0.00066325,142470
periodo naive, fill random,151700,15.2439,151700
periodo smart, fill random,151700,0.00101675,151700
periodo naive, fill with period,32,0.0002048,32
periodo smart, fill with period,32,1.19e-05,32
periodo naive, fill random,161528,15.1027,161528
periodo smart, fill random,161528,0.0009503,161528
periodo naive, fill with period,84,0.00048195,84
periodo smart, fill with period,84,1.955e-05,84
periodo naive, fill random,171992,11.8316,171992
periodo smart, fill random,171992,0.00117815,171992
periodo naive, fill with period,96,0.0026466,171992
periodo smart, fill with period,96,0.00076795,171992
periodo naive, fill random,183134,16.3797,183135
periodo smart, fill random,183134,0.0010385,183135
periodo naive, fill with period,96,0.0089452,183135
periodo smart, fill with period,96,0.00073285,183135
periodo naive, fill random,195000,17.0317,195000
periodo smart, fill random,195000,0.0012689,195000
periodo naive, fill with period,98,0.00637535,195000
periodo smart, fill with period,98,0.00090145,195000
periodo naive, fill random,207633,3.35761,207633
periodo smart, fill random,207633,0.00135355,207633
periodo naive, fill with period,97,0.012331,207633
periodo smart, fill with period,97,0.0007484,207633
periodo naive, fill random,221085,29.372,221085
periodo smart, fill random,221085,0.0013574,221085
periodo naive, fill with period,98,0.014267,221085
periodo smart, fill with period,98,0.0008912,221085
periodo naive, fill random,235408,30.471,235408
periodo smart, fill random,235408,0.0015781,235408
periodo naive, fill with period,96,0.0149993,235408
periodo smart, fill with period,96,0.0009707,235408
periodo naive, fill random,250658,23.5782,250659
periodo smart, fill random,250658,0.0018631,250659
periodo naive, fill with period,36,6.38125e-06,36
periodo smart, fill with period,36,2.002e-06,36
periodo naive, fill random,266898,8.22282,266898
periodo smart, fill random,266898,0.00154515,266898
periodo naive, fill with period,96,0.0051394,266898
periodo smart, fill with period,96,0.0010198,266898
periodo naive, fill random,284190,12.5117,284190
periodo smart, fill random,284190,0.00164195,284190
periodo naive, fill with period,98,0.0048003,284190
periodo smart, fill with period,98,0.00107515,284190
periodo naive, fill random,302600,11.786,302601
periodo smart, fill random,302600,0.0017872,302601
periodo naive, fill with period,97,0.00425255,302601
periodo smart, fill with period,97,0.00112985,302601
periodo naive, fill random,322201,17.6533,322206
periodo smart, fill random,322201,0.0018846,322206
periodo naive, fill with period,98,0.0042514,322206
periodo smart, fill with period,98,0.00119115,322206
periodo naive, fill random,343080,25.5863,343080
periodo smart, fill random,343080,0.0018615,343080
periodo naive, fill with period,34,6.05294e-06,34
periodo smart, fill with period,34,1.9e-05,34
periodo naive, fill random,365307,30.1708,365307
periodo smart, fill random,365307,0.00212765,365307
periodo naive, fill with period,98,0.0046389,365307
periodo smart, fill with period,98,0.0013816,365307
periodo naive, fill random,388974,16.6679,388974
periodo smart, fill random,388974,0.00225545,388974
periodo naive, fill with period,96,0.0048201,388974
periodo smart, fill with period,96,0.0014546,388974
periodo naive, fill random,414173,19.4215,414174
periodo smart, fill random,414173,0.002374,414174
periodo naive, fill with period,17,3.8e-06,17
periodo smart, fill with period,17,1.895e-05,17
periodo naive, fill random,441004,43.7889,441006
periodo smart, fill random,441004,0.0025581,441006
periodo naive, fill with period,38,6.7e-06,38
periodo smart, fill with period,38,1.90167e-05,38
periodo naive, fill random,469577,48.9534,469577
periodo smart, fill random,469577,0.0027507,469577
periodo naive, fill with period,98,0.00602365,469577
periodo smart, fill with period,98,0.0017472,469577
periodo naive, fill random,500000,28.3804,500000
periodo smart, fill random,500000,0.00270565,500000
periodo naive, fill with period,2,6.39617e-08,2
periodo smart, fill with period,2,3.43986e-07,2
periodo naive, fill random,999,0.00569065,1000
periodo smart, fill random,999,2.418e-05,1000
periodo naive, fill with period,97,0.0005451,1000
periodo smart, fill with period,97,2.222e-05,1000
periodo naive, fill random,1063,0.00604,1064
periodo smart, fill random,1063,2.438e-05,1064
periodo naive, fill with period,98,0.00056165,1064
periodo smart, fill with period,98,2.246e-05,1064
periodo naive, fill random,1130,0.00629765,1133
periodo smart, fill random,1130,2.456e-05,1133
periodo naive, fill with period,97,0.0005354,1133
periodo smart, fill with period,97,2.266e-05,1133
periodo naive, fill random,1207,0.00654195,1207
periodo smart, fill random,1207,2.514e-05,1207
periodo naive, fill with period,98,0.0005346,1207
periodo smart, fill with period,98,2.296e-05,1207
periodo naive, fill random,1285,0.00690825,1285
periodo smart, fill random,1285,2.548e-05,1285
periodo naive, fill with period,98,0.00053245,1285
periodo smart, fill with period,98,2.326e-05,1285
periodo naive, fill random,1367,0.0073252,1368
periodo smart, fill random,1367,2.618e-05,1368
periodo naive, fill with period,97,0.000525,1368
periodo smart, fill with period,97,2.362e-05,1368
periodo naive, fill random,1457,0.0077198,1457
periodo smart, fill random,1457,2.505e-05,1457
periodo naive, fill with period,97,0.0005189,1457
periodo smart, fill with period,97,2.392e-05,1457
periodo naive, fill random,1551,0.008158,1551
periodo smart, fill random,1551,2.5175e-05,1551
periodo naive, fill with period,98,0.0005218,1551
periodo smart, fill with period,98,2.364e-05,1551
periodo naive, fill random,1651,0.0087648,1652
periodo smart, fill random,1651,2.5225e-05,1652
periodo naive, fill with period,98,0.00051885,1652
periodo smart, fill with period,98,2.398e-05,1652
periodo naive, fill random,1757,0.00873345,1759
periodo smart, fill random,1757,2.635e-05,1759
periodo naive, fill with period,97,0.00049035,1759
periodo smart, fill with period,97,2.43e-05,1759
periodo naive, fill random,1872,0.00919335,1873
periodo smart, fill random,1872,2.685e-05,1873
periodo naive, fill with period,39,1.68667e-05,39
periodo smart, fill with period,39,1.01717e-06,39
periodo naive, fill random,1993,0.0097189,1994
periodo smart, fill random,1993,2.7425e-05,1994
periodo naive, fill with period,98,0.0004831,1994
periodo smart, fill with period,98,2.512e-05,1994
periodo naive, fill random,2123,0.0102111,2123
periodo smart, fill random,2123,2.7675e-05,2123
periodo naive, fill with period,29,1.25667e-05,29
periodo smart, fill with period,29,9.13636e-07,29
periodo naive, fill random,2259,0.0108547,2261
periodo smart, fill random,2259,2.8775e-05,2261
periodo naive, fill with period,98,0.00047595,2261
periodo smart, fill with period,98,2.606e-05,2261
periodo naive, fill random,2408,0.0113541,2408
periodo smart, fill random,2408,2.8875e-05,2408
periodo naive, fill with period,39,1.345e-05,39
periodo smart, fill with period,39,9.50943e-07,39
periodo naive, fill random,2564,0.0118645,2564
periodo smart, fill random,2564,2.9975e-05,2564
periodo naive, fill with period,96,0.00046255,2564
periodo smart, fill with period,96,2.5375e-05,2564
periodo naive, fill random,2730,0.0123967,2730
periodo smart, fill random,2730,3.0575e-05,2730
