label,string,result,time,size
periodo naive, fill with period,98,0.00240115,17950
periodo smart, fill with period,98,0.00017325,17950
periodo naive, fill random,19112,0.455304,19113
periodo smart, fill random,19112,0.00043125,19113
periodo naive, fill with period,96,0.00223925,19113
periodo smart, fill with period,96,0.00018,19113
periodo naive, fill random,20346,0.550301,20351
periodo smart, fill random,20346,0.00056025,20351
periodo naive, fill with period,96,0.00606005,20351
periodo smart, fill with period,96,0.00023585,20351
periodo naive, fill random,21669,1.23423,21669
periodo smart, fill random,21669,0.0003506,21669
periodo naive, fill with period,97,0.0063081,21669
periodo smart, fill with period,97,0.00039105,21669
periodo naive, fill random,23073,1.64859,23073
periodo smart, fill random,23073,0.00036425,23073
periodo naive, fill with period,98,0.0056618,23073
periodo smart, fill with period,98,0.00031595,23073
periodo naive, fill random,24568,0.998955,24568
periodo smart, fill random,24568,0.00034365,24568
periodo naive, fill with period,97,0.00349685,24568
periodo smart, fill with period,97,0.000245,24568
periodo naive, fill random,26159,1.12316,26160
periodo smart, fill random,26159,0.00051575,26160
periodo naive, fill with period,97,0.0040536,26160
periodo smart, fill with period,97,0.00025375,26160
periodo naive, fill random,27854,1.02399,27854
periodo smart, fill random,27854,0.0006098,27854
periodo naive, fill with period,98,0.00418015,27854
periodo smart, fill with period,98,0.00035725,27854
periodo naive, fill random,29659,1.22481,29659
periodo smart, fill random,29659,0.00080005,29659
periodo naive, fill with period,98,0.0114372,29659
periodo smart, fill with period,98,0.00052555,29659
periodo naive, fill random,31581,2.62726,31581
periodo smart, fill random,31581,0.0005048,31581
periodo naive, fill with period,98,0.00653755,31581
periodo smart, fill with period,98,0.0003557,31581
periodo naive, fill random,33626,2.26733,33627
periodo smart, fill random,33626,0.00053175,33627
periodo naive, fill with period,96,0.00624505,33627
periodo smart, fill with period,96,0.00042555,33627
periodo naive, fill random,35805,2.2457,35805
periodo smart, fill random,35805,0.00055395,35805
periodo naive, fill with period,97,0.00602165,35805
periodo smart, fill with period,97,0.00037345,35805
periodo naive, fill random,38125,2.36851,38125
periodo smart, fill random,38125,0.0005325,38125
periodo naive, fill with period,98,0.0057345,38125
periodo smart, fill with period,98,0.0003853,38125
periodo naive, fill random,40594,2.45416,40595
periodo smart, fill random,40594,0.00055575,40595
periodo naive, fill with period,42,2.746e-05,42
periodo smart, fill with period,42,3.95e-06,42
periodo naive, fill random,43225,2.31823,43225
periodo smart, fill random,43225,0.00070075,43225
periodo naive, fill with period,97,0.0051829,43225
periodo smart, fill with period,97,0.00041105,43225
periodo naive, fill random,46023,1.64706,46025
periodo smart, fill random,46023,0.00079675,46025
periodo naive, fill with period,98,0.00923595,46025
periodo smart, fill with period,98,0.00050895,46025
periodo naive, fill random,49006,4.36404,49007
periodo smart, fill random,49006,0.0007675,49007
periodo naive, fill with period,32,1.325e-05,32
periodo smart, fill with period,32,3.64667e-05,32
periodo naive, fill random,52182,4.64718,52182
periodo smart, fill random,52182,0.00078465,52182
periodo naive, fill with period,96,0.00853205,52182
periodo smart, fill with period,96,0.0005366,52182
periodo naive, fill random,55562,4.52437,55563
periodo smart, fill random,55562,0.0007688,55563
periodo naive, fill with period,97,0.0081192,55563
periodo smart, fill with period,97,0.00062175,55563
periodo naive, fill random,59161,4.54104,59163
periodo smart, fill random,59161,0.0008618,59163
periodo naive, fill with period,96,0.00764145,59163
periodo smart, fill with period,96,0.00056815,59163
periodo naive, fill random,62995,4.43289,62996
periodo smart, fill random,62995,0.00121875,62996
periodo naive, fill with period,96,0.0157992,62996
periodo smart, fill with period,96,0.0010417,62996
periodo naive, fill random,67076,11.1457,67077
periodo smart, fill random,67076,0.00132755,67077
periodo naive, fill with period,97,0.0174184,67077
periodo smart, fill with period,97,0.00079125,67077
periodo naive, fill random,71419,10.8202,71422
periodo smart, fill random,71419,0.0010904,71422
periodo naive, fill with period,40,1.63571e-05,40
periodo smart, fill with period,40,3.65667e-05,40
periodo naive, fill random,76049,10.9465,76050
periodo smart, fill random,76049,0.0011726,76050
periodo naive, fill with period,98,0.0133212,76050
periodo smart, fill with period,98,0.0007969,76050
periodo naive, fill random,80975,10.8646,80977
periodo smart, fill random,80975,0.00116485,80977
periodo naive, fill with period,97,0.0145975,80977
periodo smart, fill with period,97,0.00083965,80977
periodo naive, fill random,86223,10.5906,86223
periodo smart, fill random,86223,0.00118335,86223
periodo naive, fill with period,97,0.0117853,86223
periodo smart, fill with period,97,0.00084275,86223
periodo naive, fill random,91807,10.9969,91809
periodo smart, fill random,91807,0.00129915,91809
periodo naive, fill with period,98,0.0111386,91809
periodo smart, fill with period,98,0.00086795,91809
periodo naive, fill random,97757,10.4305,97757
periodo smart, fill random,97757,0.0015357,97757
periodo naive, fill with period,96,0.0216858,97757
periodo smart, fill with period,96,0.0009231,97757
periodo naive, fill random,104089,21.4613,104090
periodo smart, fill random,104089,0.0016013,104090
periodo naive, fill with period,97,0.0190321,104090
periodo smart, fill with period,97,0.00112115,104090
periodo naive, fill random,110832,22.1847,110834
periodo smart, fill random,110832,0.00100785,110834
periodo naive, fill with period,96,0.0110153,110834
periodo smart, fill with period,96,0.0006794,110834
periodo naive, fill random,118013,23.3048,118014
periodo smart, fill random,118013,0.00194545,118014
periodo naive, fill with period,98,0.0223979,118014
periodo smart, fill with period,98,0.0012137,118014
periodo naive, fill random,125659,24.8869,125660
periodo smart, fill random,125659,0.0020318,125660
periodo naive, fill with period,37,1.51714e-05,37
periodo smart, fill with period,37,4.368e-05,37
periodo naive, fill random,133801,19.2411,133801
periodo smart, fill random,133801,0.00204945,133801
periodo naive, fill with period,96,0.00619165,133801
periodo smart, fill with period,96,0.00127465,133801
periodo naive, fill random,142470,5.73121,142470
periodo smart, fill random,142470,0.00203635,142470
periodo naive, fill with period,98,0.0045352,142470
periodo smart, fill with period,98,0.0013242,142470
periodo naive, fill random,151700,43.6034,151700
periodo smart, fill random,151700,0.00227295,151700
periodo naive, fill with period,97,0.0279973,151700
periodo smart, fill with period,97,0.001454,151700
periodo naive, fill random,161527,46.3941,161528
periodo smart, fill random,161527,0.00212005,161528
periodo naive, fill with period,98,0.0280783,161528
periodo smart, fill with period,98,0.0014462,161528
periodo naive, fill random,171991,49.5963,171992
periodo smart, fill random,171991,0.0025448,171992
periodo naive, fill with period,98,0.0301648,171992
periodo smart, fill with period,98,0.00185755,171992
periodo naive, fill random,183134,52.4422,183135
periodo smart, fill random,183134,0.00277155,183135
periodo naive, fill with period,98,0.039359,183135
periodo smart, fill with period,98,0.0027041,183135
periodo naive, fill random,195000,44.0895,195000
periodo smart, fill random,195000,0.00316885,195000
periodo naive, fill with period,96,0.0102858,195000
periodo smart, fill with period,96,0.00195775,195000
periodo naive, fill random,207630,63.6274,207633
periodo smart, fill random,207630,0.0030767,207633
periodo naive, fill with period,96,0.0321386,207633
periodo smart, fill with period,96,0.00177575,207633
periodo naive, fill random,221085,65.1333,221085
periodo smart, fill random,221085,0.00344235,221085
periodo naive, fill with period,96,0.0275403,221085
periodo smart, fill with period,96,0.00184615,221085
periodo naive, fill random,235407,68.2783,235408
periodo smart, fill random,235407,0.0030193,235408
periodo naive, fill with period,25,1.3275e-05,25
periodo smart, fill with period,25,3.65e-05,25
periodo naive, fill random,250658,52.1833,250659
periodo smart, fill random,250658,0.00457305,250659
periodo naive, fill with period,96,0.00597335,250659
periodo smart, fill with period,96,0.00276145,250659
periodo naive, fill random,266897,18.5472,266898
periodo smart, fill random,266897,0.00377485,266898
periodo naive, fill with period,21,1.14444e-05,21
periodo smart, fill with period,21,3.64e-05,21
periodo naive, fill random,284189,29.386,284190
periodo smart, fill random,284189,0.00398285,284190
periodo naive, fill with period,96,0.0120397,284190
periodo smart, fill with period,96,0.00243525,284190
periodo naive, fill random,302601,27.5483,302601
periodo smart, fill random,302601,0.0040629,302601
periodo naive, fill with period,98,0.010057,302601
periodo smart, fill with period,98,0.0027459,302601
periodo naive, fill random,322206,40.0668,322206
periodo smart, fill random,322206,0.0044041,322206
periodo naive, fill with period,96,0.00899255,322206
periodo smart, fill with period,96,0.00270715,322206
periodo naive, fill random,343079,61.7001,343080
periodo smart, fill random,343079,0.00460295,343080
periodo naive, fill with period,63,0.00089755,63
periodo smart, fill with period,63,3.68333e-05,63
periodo naive, fill random,365306,73.2232,365307
periodo smart, fill random,365306,0.0052164,365307
periodo naive, fill with period,98,0.0109484,365307
periodo smart, fill with period,98,0.0031419,365307
periodo naive, fill random,388974,36.7755,388974
periodo smart, fill random,388974,0.0052987,388974
periodo naive, fill with period,98,0.0107093,388974
periodo smart, fill with period,98,0.0033102,388974
periodo naive, fill random,414172,42.9076,414174
periodo smart, fill random,414172,0.00562865,414174
periodo naive, fill with period,98,0.0118701,414174
periodo smart, fill with period,98,0.0036049,414174
periodo naive, fill random,441006,47.1642,441006
periodo smart, fill random,441006,0.0062442,441006
periodo naive, fill with period,15,5.06061e-07,15
periodo smart, fill with period,15,2.206e-05,15
periodo naive, fill random,469577,119.851,469577
periodo smart, fill random,469577,0.0063882,469577
periodo naive, fill with period,97,0.0140167,469577
periodo smart, fill with period,97,0.0041748,469577
periodo naive, fill random,499997,61.2488,500000
periodo smart, fill random,499997,0.0060713,500000
periodo naive, fill with period,97,0.0145146,500000
periodo smart, fill with period,97,0.004227,500000
periodo naive, fill random,999,0.0144483,1000
periodo smart, fill random,999,6.105e-05,1000
periodo naive, fill with period,96,0.0014646,1000
periodo smart, fill with period,96,5.75333e-05,1000
periodo naive, fill random,1064,0.0194677,1064
periodo smart, fill random,1064,5.72333e-05,1064
periodo naive, fill with period,97,0.0014041,1064
periodo smart, fill with period,97,4.48667e-05,1064
periodo naive, fill random,1133,0.0175562,1133
periodo smart, fill random,1133,5.08e-05,1133
periodo naive, fill with period,90,7.37e-05,90
periodo smart, fill with period,90,4.54222e-06,90
periodo naive, fill random,1205,0.0157419,1207
periodo smart, fill random,1205,5.26667e-05,1207
periodo naive, fill with period,98,0.00127215,1207
periodo smart, fill with period,98,4.59e-05,1207
periodo naive, fill random,1284,0.016831,1285
periodo smart, fill random,1284,5.33e-05,1285
periodo naive, fill with period,97,0.00125145,1285
periodo smart, fill with period,97,4.63333e-05,1285
periodo naive, fill random,1368,0.0175288,1368
periodo smart, fill random,1368,5.38667e-05,1368
periodo naive, fill with period,97,0.00124645,1368
periodo smart, fill with period,97,4.7e-05,1368
periodo naive, fill random,1457,0.0191303,1457
periodo smart, fill random,1457,5.43667e-05,1457
periodo naive, fill with period,72,5.305e-05,72
periodo smart, fill with period,72,3.00294e-06,72
periodo naive, fill random,1551,0.0195644,1551
periodo smart, fill random,1551,5.29667e-05,1551
periodo naive, fill with period,96,0.00122335,1551
periodo smart, fill with period,96,4.72e-05,1551
periodo naive, fill random,1651,0.0212326,1652
periodo smart, fill random,1651,6.215e-05,1652
periodo naive, fill with period,96,0.00121605,1652
periodo smart, fill with period,96,4.78667e-05,1652
periodo naive, fill random,1759,0.0216343,1759
periodo smart, fill random,1759,6.2675e-05,1759
periodo naive, fill with period,97,0.00116815,1759
periodo smart, fill with period,97,4.86333e-05,1759
periodo naive, fill random,1871,0.0222167,1873
periodo smart, fill random,1871,5.89e-05,1873
periodo naive, fill with period,96,0.00114465,1873
periodo smart, fill with period,96,4.94e-05,1873
periodo naive, fill random,1993,0.0238118,1994
periodo smart, fill random,1993,6.09e-05,1994
periodo naive, fill with period,97,0.0011457,1994
periodo smart, fill with period,97,5.02e-05,1994
periodo naive, fill random,2123,0.0253569,2123
periodo smart, fill random,2123,6.23333e-05,2123
periodo naive, fill with period,97,0.0011325,2123
periodo smart, fill with period,97,5.10667e-05,2123
periodo naive, fill random,2261,0.0261455,2261
periodo smart, fill random,2261,5.13e-05,2261
periodo naive, fill with period,82,6.1125e-05,82
periodo smart, fill with period,82,3.14375e-06,82
periodo naive, fill random,2406,0.0281219,2408
periodo smart, fill random,2406,5.18e-05,2408
periodo naive, fill with period,36,3.11857e-05,36
periodo smart, fill with period,36,2.13191e-06,36
periodo naive, fill random,2563,0.0289431,2564
periodo smart, fill random,2563,5.445e-05,2564
periodo naive, fill with period,97,0.0011007,2564
periodo smart, fill with period,97,5.40667e-05,2564
periodo naive, fill random,2730,0.0307374,2730
periodo smart, fill random,2730,5.445e-05,2730
periodo naive, fill with period,11,3.98016e-07,11
periodo smart, fill with period,11,9.88235e-07,11
periodo naive, fill random,2906,0.0314907,2907
periodo smart, fill random,2906,5.785e-05,2907
periodo naive, fill with period,97,0.0010665,2907
periodo smart, fill with period,97,5.63333e-05,2907
periodo naive, fill random,3095,0.0346229,3095
periodo smart, fill random,3095,5.965e-05,3095
periodo naive, fill with period,98,0.00106215,3095
periodo smart, fill with period,98,5.74e-05,3095
periodo naive, fill random,3295,0.0346018,3295
periodo smart, fill random,3295,5.845e-05,3295
periodo naive, fill with period,98,0.0010286,3295
periodo smart, fill with period,98,5.86667e-05,3295
periodo naive, fill random,3508,0.033536,3509
periodo smart, fill random,3508,5.995e-05,3509
periodo naive, fill with period,96,0.00088345,3509
periodo smart, fill with period,96,5.75667e-05,3509
periodo naive, fill random,3735,0.0336991,3736
periodo smart, fill random,3735,6.045e-05,3736
periodo naive, fill with period,97,0.00086455,3736
periodo smart, fill with period,97,5.89667e-05,3736
periodo naive, fill random,3978,0.0341623,3978
periodo smart, fill random,3978,6.505e-05,3978
periodo naive, fill with period,97,0.00083505,3978
periodo smart, fill with period,97,6.05e-05,3978
periodo naive, fill random,4236,0.0348685,4236
periodo smart, fill random,4236,6.665e-05,4236
periodo naive, fill with period,5,2.7883e-07,5
periodo smart, fill with period,5,5.97024e-07,5
periodo naive, fill random,4510,0.0356329,4511
periodo smart, fill random,4510,6.755e-05,4511
periodo naive, fill with period,34,5.51667e-05,34
periodo smart, fill with period,34,3.47931e-06,34
periodo naive, fill random,4803,0.0361486,4803
periodo smart, fill random,4803,8.81333e-05,4803
periodo naive, fill with period,98,0.0007368,4803
periodo smart, fill with period,98,6.54e-05,4803
periodo naive, fill random,5114,0.0368209,5114
periodo smart, fill random,5114,7.515e-05,5114
periodo naive, fill with period,98,0.0006985,5114
periodo smart, fill with period,98,6.72667e-05,5114
periodo naive, fill random,5445,0.0369178,5446
periodo smart, fill random,5445,8.08e-05,5446
periodo naive, fill with period,96,0.000643,5446
periodo smart, fill with period,96,6.93333e-05,5446
periodo naive, fill random,5797,0.0350668,5798
periodo smart, fill random,5797,0.0003641,5798
periodo naive, fill with period,97,0.0006058,5798
periodo smart, fill with period,97,0.00034385,5798
periodo naive, fill random,6174,0.0349949,6174
periodo smart, fill random,6174,0.0003713,6174
periodo naive, fill with period,80,9.345e-05,80
periodo smart, fill with period,80,5.56316e-06,80
periodo naive, fill random,6574,0.0336653,6574
periodo smart, fill random,6574,0.00040815,6574
periodo naive, fill with period,26,4.34e-05,26
periodo smart, fill with period,26,1.6623e-06,26
periodo naive, fill random,6999,0.0318254,7000
periodo smart, fill random,6999,0.000449,7000
periodo naive, fill with period,98,0.0004609,7000
periodo smart, fill with period,98,0.00034425,7000
periodo naive, fill random,7454,0.0287104,7454
periodo smart, fill random,7454,0.0003764,7454
periodo naive, fill with period,75,8.86e-05,75
periodo smart, fill with period,75,3.91154e-06,75
periodo naive, fill random,7937,0.0259511,7937
periodo smart, fill random,7937,0.00038695,7937
periodo naive, fill with period,97,0.00033975,7937
periodo smart, fill with period,97,0.0003494,7937
periodo naive, fill random,8451,0.0224219,8451
periodo smart, fill random,8451,0.00039305,8451
periodo naive, fill with period,96,0.00027395,8451
periodo smart, fill with period,96,0.00035235,8451
periodo naive, fill random,8995,2.68474,8998
periodo smart, fill random,8995,0.00039485,8998
periodo naive, fill with period,97,0.0287084,8998
periodo smart, fill with period,97,0.0003557,8998
periodo naive, fill random,9581,2.87508,9581
periodo smart, fill random,9581,0.0004079,9581
periodo naive, fill with period,96,0.0286636,9581
periodo smart, fill with period,96,0.0003593,9581
periodo naive, fill random,10201,3.12706,10202
periodo smart, fill random,10201,0.0004125,10202
periodo naive, fill with period,97,0.0288085,10202
periodo smart, fill with period,97,0.0003627,10202
periodo naive, fill random,10862,3.30557,10863
periodo smart, fill random,10862,0.00041275,10863
periodo naive, fill with period,1,1.42593e-07,0
periodo smart, fill with period,-1057014873,199.84,0
periodo naive, fill random,11566,3.6975,11567
periodo smart, fill random,11566,0.0007086,11567
periodo naive, fill with period,98,0.0390296,11567
periodo smart, fill with period,98,0.00119705,11567
periodo naive, fill random,12316,3.97514,12316
periodo smart, fill random,12316,0.00113885,12316
periodo naive, fill with period,6,4.29487e-07,6
periodo smart, fill with period,6,1.43143e-06,6
periodo naive, fill random,13114,3.96645,13114
periodo smart, fill random,13114,0.0007269,13114
periodo naive, fill with period,96,0.0280528,13114
periodo smart, fill with period,96,0.00066415,13114
periodo naive, fill random,13962,4.24166,13964
periodo smart, fill random,13962,0.00073455,13964
periodo naive, fill with period,96,0.0286242,13964
periodo smart, fill with period,96,0.0008187,13964
periodo naive, fill random,14868,4.47677,14868
periodo smart, fill random,14868,0.00073495,14868
periodo naive, fill with period,41,6.59e-05,41
periodo smart, fill with period,41,3.5069e-06,41
periodo naive, fill random,15832,4.64925,15832
periodo smart, fill random,15832,0.000752,15832
periodo naive, fill with period,98,0.0288016,15832
periodo smart, fill with period,98,0.00067155,15832
periodo naive, fill random,16857,4.91639,16857
periodo smart, fill random,16857,0.0007456,16857
periodo naive, fill with period,97,0.0277488,16857
periodo smart, fill with period,97,0.0008693,16857
periodo naive, fill random,17950,5.21754,17950
periodo smart, fill random,17950,0.00077345,17950
periodo naive, fill with period,55,6.49e-05,55
periodo smart, fill with period,55,3.66071e-06,55
periodo naive, fill random,19113,5.5334,19113
periodo smart, fill random,19113,0.0007864,19113
periodo naive, fill with period,97,0.0281359,19113
periodo smart, fill with period,97,0.00069035,19113
periodo naive, fill random,20351,5.87613,20351
periodo smart, fill random,20351,0.00121355,20351
periodo naive, fill with period,97,0.0299148,20351
periodo smart, fill with period,97,0.0007027,20351
periodo naive, fill random,21669,6.22076,21669
periodo smart, fill random,21669,0.00086805,21669
periodo naive, fill with period,96,0.0313375,21669
periodo smart, fill with period,96,0.00070485,21669
periodo naive, fill random,23073,6.4508,23073
periodo smart, fill random,23073,0.0007968,23073
periodo naive, fill with period,97,0.0268026,23073
periodo smart, fill with period,97,0.00069785,23073
periodo naive, fill random,24568,6.86048,24568
periodo smart, fill random,24568,0.0008051,24568
periodo naive, fill with period,8,3.15094e-07,8
periodo smart, fill with period,8,9.19266e-07,8
periodo naive, fill random,26160,7.22244,26160
periodo smart, fill random,26160,0.0008767,26160
periodo naive, fill with period,97,0.0263268,26160
periodo smart, fill with period,97,0.00071375,26160
periodo naive, fill random,27853,7.64978,27854
periodo smart, fill random,27853,0.00086465,27854
periodo naive, fill with period,5,3.21154e-07,6
periodo smart, fill with period,5,8.82456e-07,6
periodo naive, fill random,29659,8.09298,29659
periodo smart, fill random,29659,0.0008782,29659
periodo naive, fill with period,97,0.0259457,29659
periodo smart, fill with period,97,0.0010708,29659
periodo naive, fill random,31580,8.58279,31581
periodo smart, fill random,31580,0.00090055,31581
periodo naive, fill with period,11,3.98413e-07,11
periodo smart, fill with period,11,9.79024e-07,11
periodo naive, fill random,33627,9.02587,33627
periodo smart, fill random,33627,0.00146415,33627
periodo naive, fill with period,96,0.0278969,33627
periodo smart, fill with period,96,0.0007947,33627
periodo naive, fill random,35803,9.46249,35805
periodo smart, fill random,35803,0.00141615,35805
periodo naive, fill with period,97,0.0279498,35805
