label,string,result,time,size
periodo naive, fill with period,17,3.73667e-05,7951
periodo smart, fill with period,17,9.59e-05,7951
periodo naive, fill random,8268,0.586232,8268
periodo smart, fill random,8268,0.0001067,8268
periodo naive, fill with period,7,0.0005154,8268
periodo smart, fill with period,7,0.00014365,8268
periodo naive, fill random,8598,0.61308,8598
periodo smart, fill random,8598,0.0001005,8598
periodo naive, fill with period,24,0.00168605,8598
periodo smart, fill with period,24,9.76e-05,8598
periodo naive, fill random,8941,0.634676,8941
periodo smart, fill random,8941,0.0001015,8941
periodo naive, fill with period,25,0.0017824,8941
periodo smart, fill with period,25,9.85e-05,8941
periodo naive, fill random,9298,0.660114,9298
periodo smart, fill random,9298,0.0001027,9298
periodo naive, fill with period,10,0.00071355,9298
periodo smart, fill with period,10,0.0001247,9298
periodo naive, fill random,9669,0.679091,9669
periodo smart, fill random,9669,0.0001036,9669
periodo naive, fill with period,3,0.00022725,9669
periodo smart, fill with period,3,0.00010035,9669
periodo naive, fill random,10055,0.694663,10055
periodo smart, fill random,10055,0.00017155,10055
periodo naive, fill with period,19,0.0013899,10055
periodo smart, fill with period,19,0.0001703,10055
periodo naive, fill random,10456,0.732509,10456
periodo smart, fill random,10456,0.00017565,10456
periodo naive, fill with period,18,0.00130285,10456
periodo smart, fill with period,18,0.0001725,10456
periodo naive, fill random,10872,0.75446,10873
periodo smart, fill random,10872,0.0001752,10873
periodo naive, fill with period,19,0.00137795,10873
periodo smart, fill with period,19,0.00017055,10873
periodo naive, fill random,11307,0.790239,11307
periodo smart, fill random,11307,0.0001751,11307
periodo naive, fill with period,22,0.00157055,11307
periodo smart, fill with period,22,0.00017135,11307
periodo naive, fill random,11758,0.818604,11758
periodo smart, fill random,11758,0.000177,11758
periodo naive, fill with period,5,0.00046735,11758
periodo smart, fill with period,5,0.00017295,11758
periodo naive, fill random,12227,0.841799,12227
periodo smart, fill random,12227,0.0001785,12227
periodo naive, fill with period,15,0.00109515,12227
periodo smart, fill with period,15,0.00019305,12227
periodo naive, fill random,12714,0.871488,12715
periodo smart, fill random,12714,0.0001834,12715
periodo naive, fill with period,13,0.00096165,12715
periodo smart, fill with period,13,0.00017545,12715
periodo naive, fill random,13222,0.904154,13222
periodo smart, fill random,13222,0.0001816,13222
periodo naive, fill with period,2,0.0002258,13222
periodo smart, fill with period,2,0.00017695,13222
periodo naive, fill random,13750,0.916211,13750
periodo smart, fill random,13750,0.0001793,13750
periodo naive, fill with period,14,0.00104355,13750
periodo smart, fill with period,14,0.0001747,13750
periodo naive, fill random,14298,0.947713,14298
periodo smart, fill random,14298,0.00018095,14298
periodo naive, fill with period,3,0.00028715,14298
periodo smart, fill with period,3,0.0001836,14298
periodo naive, fill random,14869,0.989422,14869
periodo smart, fill random,14869,0.00019745,14869
periodo naive, fill with period,10,0.00074955,14869
periodo smart, fill with period,10,0.00017755,14869
periodo naive, fill random,15462,1.02123,15462
periodo smart, fill random,15462,0.0001937,15462
periodo naive, fill with period,3,0.0002947,15462
periodo smart, fill with period,3,0.0001791,15462
periodo naive, fill random,16079,1.04982,16079
periodo smart, fill random,16079,0.0001895,16079
periodo naive, fill with period,25,0.0017242,16079
periodo smart, fill with period,25,0.0001807,16079
periodo naive, fill random,16720,1.09378,16720
periodo smart, fill random,16720,0.00019635,16720
periodo naive, fill with period,7,0.00054365,16720
periodo smart, fill with period,7,0.00018625,16720
periodo naive, fill random,17387,1.13567,17387
periodo smart, fill random,17387,0.00018995,17387
periodo naive, fill with period,13,0.0009504,17387
periodo smart, fill with period,13,0.0001924,17387
periodo naive, fill random,18081,1.17768,18081
periodo smart, fill random,18081,0.00019195,18081
periodo naive, fill with period,22,0.0014944,18081
periodo smart, fill with period,22,0.00018595,18081
periodo naive, fill random,18803,1.22293,18803
periodo smart, fill random,18803,0.0001973,18803
periodo naive, fill with period,11,0.00081605,18803
periodo smart, fill with period,11,0.00018785,18803
periodo naive, fill random,19553,1.25995,19553
periodo smart, fill random,19553,0.00020065,19553
periodo naive, fill with period,8,0.0006178,19553
periodo smart, fill with period,8,0.0001923,19553
periodo naive, fill random,20333,1.25812,20333
periodo smart, fill random,20333,0.0001928,20333
periodo naive, fill with period,20,0.0013001,20333
periodo smart, fill with period,20,0.00018615,20333
periodo naive, fill random,21144,1.30263,21144
periodo smart, fill random,21144,0.00023425,21144
periodo naive, fill with period,16,0.00105285,21144
periodo smart, fill with period,16,0.00019355,21144
periodo naive, fill random,21988,1.3315,21988
periodo smart, fill random,21988,0.0002074,21988
periodo naive, fill with period,25,0.00159825,21988
periodo smart, fill with period,25,0.00019765,21988
periodo naive, fill random,22865,1.37572,22865
periodo smart, fill random,22865,0.00020505,22865
periodo naive, fill with period,5,0.00039485,22865
periodo smart, fill with period,5,0.00019435,22865
periodo naive, fill random,23777,1.42707,23777
periodo smart, fill random,23777,0.000204,23777
periodo naive, fill with period,13,0.0008801,23777
periodo smart, fill with period,13,0.0001989,23777
periodo naive, fill random,24726,1.46228,24726
periodo smart, fill random,24726,0.00020765,24726
periodo naive, fill with period,20,0.001421,24726
periodo smart, fill with period,20,0.0001965,24726
periodo naive, fill random,25712,1.50783,25712
periodo smart, fill random,25712,0.00020685,25712
periodo naive, fill with period,24,0.0014745,25712
periodo smart, fill with period,24,0.00019875,25712
periodo naive, fill random,26738,1.56134,26738
periodo smart, fill random,26738,0.0002097,26738
periodo naive, fill with period,15,0.0009742,26738
periodo smart, fill with period,15,0.0002011,26738
periodo naive, fill random,27805,1.60487,27805
periodo smart, fill random,27805,0.0002126,27805
periodo naive, fill with period,11,0.0007317,27805
periodo smart, fill with period,11,0.0002075,27805
periodo naive, fill random,28913,1.71944,28914
periodo smart, fill random,28913,0.00021545,28914
periodo naive, fill with period,3,0.0002733,28914
periodo smart, fill with period,3,0.00020625,28914
periodo naive, fill random,30067,1.74387,30067
periodo smart, fill random,30067,0.0002189,30067
periodo naive, fill with period,8,0.00054855,30067
periodo smart, fill with period,8,0.000209,30067
periodo naive, fill random,31267,1.7918,31267
periodo smart, fill random,31267,0.0002392,31267
periodo naive, fill with period,20,0.00119955,31267
periodo smart, fill with period,20,0.0002116,31267
periodo naive, fill random,32514,1.87784,32514
periodo smart, fill random,32514,0.0002283,32514
periodo naive, fill with period,17,0.00103625,32514
periodo smart, fill with period,17,0.0002146,32514
periodo naive, fill random,33812,1.92568,33812
periodo smart, fill random,33812,0.0002288,33812
periodo naive, fill with period,25,0.00145305,33812
periodo smart, fill with period,25,0.00021765,33812
periodo naive, fill random,35161,1.9376,35161
periodo smart, fill random,35161,0.00023205,35161
periodo naive, fill with period,4,0.0003249,35161
periodo smart, fill with period,4,0.00022075,35161
periodo naive, fill random,36563,1.99721,36563
periodo smart, fill random,36563,0.0002359,36563
periodo naive, fill with period,17,0.0010308,36563
periodo smart, fill with period,17,0.00022405,36563
periodo naive, fill random,38022,2.0548,38022
periodo smart, fill random,38022,0.00023975,38022
periodo naive, fill with period,1,0.00017185,38022
periodo smart, fill with period,1,0.0002275,38022
periodo naive, fill random,39539,2.10025,39539
periodo smart, fill random,39539,0.00030625,39539
periodo naive, fill with period,5,0.0003771,39539
periodo smart, fill with period,5,0.00023105,39539
periodo naive, fill random,41117,1.90298,41117
periodo smart, fill random,41117,0.00023665,41117
periodo naive, fill with period,23,0.00151465,41117
periodo smart, fill with period,23,0.0003283,41117
periodo naive, fill random,42757,2.05761,42757
periodo smart, fill random,42757,0.00027015,42757
periodo naive, fill with period,22,0.001076,42757
periodo smart, fill with period,22,0.00024425,42757
periodo naive, fill random,44463,1.9799,44463
periodo smart, fill random,44463,0.00024425,44463
periodo naive, fill with period,20,0.00097695,44463
periodo smart, fill with period,20,0.0002303,44463
periodo naive, fill random,46237,1.9521,46237
periodo smart, fill random,46237,0.00024865,46237
periodo naive, fill with period,2,0.00020395,46237
periodo smart, fill with period,2,0.0002338,46237
periodo naive, fill random,48081,1.96612,48081
periodo smart, fill random,48081,0.00025325,48081
periodo naive, fill with period,11,0.00059565,48081
periodo smart, fill with period,11,0.0002419,48081
periodo naive, fill random,1000,0.00627585,1000
periodo smart, fill random,1000,2.178e-05,1000
periodo naive, fill with period,3,3.2625e-05,1000
periodo smart, fill with period,3,2.124e-05,1000
periodo naive, fill random,1039,0.0056481,1039
periodo smart, fill random,1039,2.96286e-05,1039
periodo naive, fill with period,20,0.00011225,1039
periodo smart, fill with period,20,2.64e-05,1039
periodo naive, fill random,1081,0.0066236,1081
periodo smart, fill random,1081,2.222e-05,1081
periodo naive, fill with period,5,4.20333e-05,1081
periodo smart, fill with period,5,2.154e-05,1081
periodo naive, fill random,1124,0.0058139,1124
periodo smart, fill random,1124,2.238e-05,1124
periodo naive, fill with period,7,5.51e-05,1124
periodo smart, fill with period,7,2.182e-05,1124
periodo naive, fill random,1169,0.00606935,1169
periodo smart, fill random,1169,3.0075e-05,1169
periodo naive, fill with period,13,0.0001221,1169
periodo smart, fill with period,13,3.175e-05,1169
periodo naive, fill random,1216,0.00626735,1216
periodo smart, fill random,1216,2.272e-05,1216
periodo naive, fill with period,14,8.345e-05,1216
periodo smart, fill with period,14,2.206e-05,1216
periodo naive, fill random,1264,0.0068712,1264
periodo smart, fill random,1264,2.562e-05,1264
periodo naive, fill with period,10,5.525e-05,1264
periodo smart, fill with period,10,2.716e-05,1264
periodo naive, fill random,1315,0.00810035,1315
periodo smart, fill random,1315,2.312e-05,1315
periodo naive, fill with period,15,7.89e-05,1315
periodo smart, fill with period,15,3.2275e-05,1315
periodo naive, fill random,1367,0.0074438,1367
periodo smart, fill random,1367,2.32e-05,1367
periodo naive, fill with period,22,0.00011175,1367
periodo smart, fill with period,22,2.246e-05,1367
periodo naive, fill random,1422,0.00932875,1422
periodo smart, fill random,1422,3.49e-05,1422
periodo naive, fill with period,15,0.000187267,1422
periodo smart, fill with period,15,3.35667e-05,1422
periodo naive, fill random,1478,0.0075398,1478
periodo smart, fill random,1478,2.358e-05,1478
periodo naive, fill with period,1,2.012e-05,1478
periodo smart, fill with period,1,2.45e-05,1478
periodo naive, fill random,1537,0.0088728,1537
periodo smart, fill random,1537,2.394e-05,1537
periodo naive, fill with period,9,6.56e-05,1537
periodo smart, fill with period,9,2.302e-05,1537
periodo naive, fill random,1599,0.00814025,1599
periodo smart, fill random,1599,2.412e-05,1599
periodo naive, fill with period,12,6.285e-05,1599
periodo smart, fill with period,12,2.326e-05,1599
periodo naive, fill random,1661,0.0095017,1662
periodo smart, fill random,1661,2.444e-05,1662
periodo naive, fill with period,8,5.89e-05,1662
periodo smart, fill with period,8,2.346e-05,1662
periodo naive, fill random,1729,0.0083753,1729
periodo smart, fill random,1729,2.458e-05,1729
periodo naive, fill with period,11,5.855e-05,1729
periodo smart, fill with period,11,2.5325e-05,1729
periodo naive, fill random,1798,0.0103202,1798
periodo smart, fill random,1798,2.486e-05,1798
periodo naive, fill with period,20,9.805e-05,1798
periodo smart, fill with period,20,2.392e-05,1798
periodo naive, fill random,1869,0.00996455,1869
periodo smart, fill random,1869,2.96e-05,1869
periodo naive, fill with period,19,0.00011555,1869
periodo smart, fill with period,19,2.8375e-05,1869
periodo naive, fill random,1943,0.0097776,1944
periodo smart, fill random,1943,2.92e-05,1944
periodo naive, fill with period,17,8.275e-05,1944
periodo smart, fill with period,17,2.438e-05,1944
periodo naive, fill random,2022,0.0098997,2022
periodo smart, fill random,2022,2.566e-05,2022
periodo naive, fill with period,7,5.13e-05,2022
periodo smart, fill with period,7,2.638e-05,2022
periodo naive, fill random,2102,0.0104166,2102
periodo smart, fill random,2102,5.34e-05,2102
periodo naive, fill with period,15,0.0001671,2102
periodo smart, fill with period,15,5.05333e-05,2102
periodo naive, fill random,2186,0.0103535,2186
periodo smart, fill random,2186,2.6125e-05,2186
periodo naive, fill with period,22,0.0001017,2186
periodo smart, fill with period,22,2.98e-05,2186
periodo naive, fill random,2273,0.0107788,2273
periodo smart, fill random,2273,3.0625e-05,2273
periodo naive, fill with period,24,0.0001114,2273
periodo smart, fill with period,24,2.9325e-05,2273
periodo naive, fill random,2364,0.0101817,2364
periodo smart, fill random,2364,2.5275e-05,2364
periodo naive, fill with period,20,9.115e-05,2364
periodo smart, fill with period,20,2.576e-05,2364
periodo naive, fill random,2459,0.0126356,2459
periodo smart, fill random,2459,2.575e-05,2459
periodo naive, fill with period,25,0.0001106,2459
periodo smart, fill with period,25,2.608e-05,2459
periodo naive, fill random,2557,0.0132093,2557
periodo smart, fill random,2557,2.605e-05,2557
periodo naive, fill with period,21,9.315e-05,2557
periodo smart, fill with period,21,2.64e-05,2557
periodo naive, fill random,2658,0.0121624,2659
periodo smart, fill random,2658,2.6525e-05,2659
periodo naive, fill with period,15,6.81e-05,2659
periodo smart, fill with period,15,2.705e-05,2659
periodo naive, fill random,2765,0.0110745,2765
periodo smart, fill random,2765,2.67e-05,2765
periodo naive, fill with period,21,9.08e-05,2765
periodo smart, fill with period,21,2.7925e-05,2765
periodo naive, fill random,2875,0.0124959,2875
periodo smart, fill random,2875,2.7275e-05,2875
periodo naive, fill with period,17,7.405e-05,2875
periodo smart, fill with period,17,2.5725e-05,2875
periodo naive, fill random,2990,0.0128004,2990
periodo smart, fill random,2990,2.755e-05,2990
periodo naive, fill with period,21,8.82e-05,2990
periodo smart, fill with period,21,2.6125e-05,2990
periodo naive, fill random,3109,0.0136125,3109
periodo smart, fill random,3109,2.84e-05,3109
periodo naive, fill with period,21,8.69e-05,3109
periodo smart, fill with period,21,2.7925e-05,3109
periodo naive, fill random,3232,0.0137188,3233
periodo smart, fill random,3232,2.835e-05,3233
periodo naive, fill with period,6,4.42e-05,3233
periodo smart, fill with period,6,2.6875e-05,3233
periodo naive, fill random,3362,0.0133703,3362
periodo smart, fill random,3362,2.8825e-05,3362
periodo naive, fill with period,19,7.67e-05,3362
periodo smart, fill with period,19,2.725e-05,3362
periodo naive, fill random,3496,0.0137052,3496
periodo smart, fill random,3496,2.93e-05,3496
periodo naive, fill with period,9,5.43333e-05,3496
periodo smart, fill with period,9,2.7675e-05,3496
periodo naive, fill random,3636,0.0125347,3636
periodo smart, fill random,3636,2.99e-05,3636
periodo naive, fill with period,16,6.37e-05,3636
periodo smart, fill with period,16,2.81e-05,3636
periodo naive, fill random,3781,0.0129862,3781
periodo smart, fill random,3781,3.235e-05,3781
periodo naive, fill with period,23,0.00011,3781
periodo smart, fill with period,23,4.78e-05,3781
periodo naive, fill random,3932,0.014224,3932
periodo smart, fill random,3932,5.29e-05,3932
periodo naive, fill with period,17,0.00011685,3932
periodo smart, fill with period,17,4.28667e-05,3932
periodo naive, fill random,4089,0.0147765,4089
periodo smart, fill random,4089,4.78667e-05,4089
periodo naive, fill with period,21,9.885e-05,4089
periodo smart, fill with period,21,3.245e-05,4089
periodo naive, fill random,4251,0.0148775,4252
periodo smart, fill random,4251,5.76667e-05,4252
periodo naive, fill with period,4,3.375e-05,4252
periodo smart, fill with period,4,3e-05,4252
periodo naive, fill random,4421,0.0148273,4421
periodo smart, fill random,4421,3.26e-05,4421
periodo naive, fill with period,20,6.865e-05,4421
periodo smart, fill with period,20,3.055e-05,4421
periodo naive, fill random,4598,0.0149421,4598
periodo smart, fill random,4598,3.3525e-05,4598
periodo naive, fill with period,6,3.68333e-05,4598
periodo smart, fill with period,6,3.1125e-05,4598
periodo naive, fill random,4781,0.0131267,4781
periodo smart, fill random,4781,3.415e-05,4781
periodo naive, fill with period,14,6.49e-05,4781
periodo smart, fill with period,14,3.17e-05,4781
periodo naive, fill random,4972,0.0143633,4972
periodo smart, fill random,4972,4.60667e-05,4972
periodo naive, fill with period,21,7.1e-05,4972
periodo smart, fill with period,21,5.07667e-05,4972
periodo naive, fill random,5170,0.0168997,5170
periodo smart, fill random,5170,9.63e-05,5170
periodo naive, fill with period,16,5.27e-05,5170
periodo smart, fill with period,16,9.28e-05,5170
periodo naive, fill random,5377,0.01368,5377
periodo smart, fill random,5377,0.0001055,5377
periodo naive, fill with period,15,6.21333e-05,5377
periodo smart, fill with period,15,8.96e-05,5377
periodo naive, fill random,5591,0.0150305,5591
periodo smart, fill random,5591,0.0001499,5591
periodo naive, fill with period,22,8.545e-05,5591
periodo smart, fill with period,22,0.0001278,5591
periodo naive, fill random,5814,0.0128387,5814
periodo smart, fill random,5814,9.32e-05,5814
periodo naive, fill with period,8,3.83667e-05,5814
periodo smart, fill with period,8,9.03e-05,5814
periodo naive, fill random,6046,0.01367,6046
periodo smart, fill random,6046,0.00011865,6046
periodo naive, fill with period,7,5.16333e-05,6046
periodo smart, fill with period,7,0.00010135,6046
periodo naive, fill random,6288,0.014074,6288
periodo smart, fill random,6288,9.53e-05,6288
periodo naive, fill with period,15,9.56e-05,6288
periodo smart, fill with period,15,0.0001336,6288
periodo naive, fill random,6538,0.0116923,6538
periodo smart, fill random,6538,0.00011175,6538
periodo naive, fill with period,17,6.08333e-05,6538
periodo smart, fill with period,17,0.0001034,6538
periodo naive, fill random,6799,0.0117181,6799
periodo smart, fill random,6799,0.0001722,6799
periodo naive, fill with period,1,4.18e-05,6799
periodo smart, fill with period,1,0.00014255,6799
periodo naive, fill random,7071,0.0097021,7071
periodo smart, fill random,7071,0.0001127,7071
periodo naive, fill with period,20,7.655e-05,7071
periodo smart, fill with period,20,0.0001511,7071
periodo naive, fill random,7353,0.00993905,7353
periodo smart, fill random,7353,0.00011515,7353
periodo naive, fill with period,10,3.42e-05,7353
periodo smart, fill with period,10,9.715e-05,7353
periodo naive, fill random,7646,0.0083833,7646
periodo smart, fill random,7646,0.00010375,7646
periodo naive, fill with period,14,3.73333e-05,7646
periodo smart, fill with period,14,9.525e-05,7646
periodo naive, fill random,7951,0.0077478,7951
periodo smart, fill random,7951,0.00010035,7951
periodo naive, fill with period,9,3.265e-05,7951
periodo smart, fill with period,9,9.6e-05,7951
periodo naive, fill random,8268,0.595546,8268
periodo smart, fill random,8268,9.98e-05,8268
periodo naive, fill with period,19,0.0013296,8268
periodo smart, fill with period,19,0.0001001,8268
periodo naive, fill random,8597,0.613356,8598
periodo smart, fill random,8597,0.00011105,8598
periodo naive, fill with period,22,0.00154495,8598
periodo smart, fill with period,22,9.755e-05,8598
periodo naive, fill random,8941,0.649174,8941
periodo smart, fill random,8941,0.00010125,8941
periodo naive, fill with period,11,0.00079745,8941
periodo smart, fill with period,11,9.89e-05,8941
periodo naive, fill random,9298,0.665775,9298
periodo smart, fill random,9298,0.00010265,9298
periodo naive, fill with period,3,0.00022295,9298
periodo smart, fill with period,3,0.0001041,9298
periodo naive, fill random,9669,0.697553,9669
periodo smart, fill random,9669,0.00010375,9669
periodo naive, fill with period,24,0.0016805,9669
periodo smart, fill with period,24,0.0001004,9669
periodo naive, fill random,10055,0.711076,10055
periodo smart, fill random,10055,0.0001714,10055
periodo naive, fill with period,23,0.0017367,10055
periodo smart, fill with period,23,0.0001856,10055
periodo naive, fill random,10456,0.737779,10456
periodo smart, fill random,10456,0.000226,10456
periodo naive, fill with period,13,0.00098505,10456
periodo smart, fill with period,13,0.00017655,10456
periodo naive, fill random,10873,0.764325,10873
periodo smart, fill random,10873,0.0001805,10873
periodo naive, fill with period,13,0.00096015,10873
periodo smart, fill with period,13,0.0001702,10873
periodo naive, fill random,11307,0.789618,11307
periodo smart, fill random,11307,0.0001755,11307
periodo naive, fill with period,13,0.0009649,11307
periodo smart, fill with period,13,0.0001714,11307
periodo naive, fill random,11758,0.835106,11758
periodo smart, fill random,11758,0.0001804,11758
periodo naive, fill with period,12,0.00091175,11758
periodo smart, fill with period,12,0.0001728,11758
periodo naive, fill random,12227,0.877157,12227
periodo smart, fill random,12227,0.0001786,12227
periodo naive, fill with period,19,0.001385,12227
periodo smart, fill with period,19,0.0001741,12227
periodo naive, fill random,12715,0.889853,12715
periodo smart, fill random,12715,0.000202,12715
periodo naive, fill with period,13,0.00098965,12715
periodo smart, fill with period,13,0.00017555,12715
periodo naive, fill random,13222,0.937821,13222
periodo smart, fill random,13222,0.00031965,13222
periodo naive, fill with period,20,0.00185455,13222
periodo smart, fill with period,20,0.0001772,13222
periodo naive, fill random,13750,0.929896,13750
periodo smart, fill random,13750,0.0001794,13750
periodo naive, fill with period,23,0.0015928,13750
periodo smart, fill with period,23,0.00017455,13750
periodo naive, fill random,14298,0.987594,14298
periodo smart, fill random,14298,0.00018095,14298
periodo naive, fill with period,22,0.00151355,14298
periodo smart, fill with period,22,0.0001761,14298
periodo naive, fill random,14868,1.00453,14869
periodo smart, fill random,14868,0.00018245,14869
periodo naive, fill with period,22,0.00151495,14869
periodo smart, fill with period,22,0.0001807,14869
periodo naive, fill random,15462,1.05503,15462
periodo smart, fill random,15462,0.00018395,15462
periodo naive, fill with period,10,0.00073315,15462
periodo smart, fill with period,10,0.00017915,15462
periodo naive, fill random,16079,1.06982,16079
periodo smart, fill random,16079,0.0001881,16079
periodo naive, fill with period,7,0.00053995,16079
periodo smart, fill with period,7,0.0001807,16079
periodo naive, fill random,16720,1.12331,16720
periodo smart, fill random,16720,0.00018805,16720
periodo naive, fill with period,18,0.00124645,16720
periodo smart, fill with period,18,0.00018235,16720
periodo naive, fill random,17387,1.15837,17387
periodo smart, fill random,17387,0.0001945,17387
periodo naive, fill with period,13,0.0009268,17387
periodo smart, fill with period,13,0.00018745,17387
periodo naive, fill random,18081,1.18928,18081
periodo smart, fill random,18081,0.0002204,18081
periodo naive, fill with period,25,0.001686,18081
periodo smart, fill with period,25,0.0001885,18081
periodo naive, fill random,18803,1.23401,18803
periodo smart, fill random,18803,0.0002116,18803
periodo naive, fill with period,11,0.00079445,18803
periodo smart, fill with period,11,0.0001898,18803
periodo naive, fill random,19553,1.28269,19553
periodo smart, fill random,19553,0.0001962,19553
periodo naive, fill with period,19,0.00150205,19553
periodo smart, fill with period,19,0.00019095,19553
periodo naive, fill random,20333,1.27717,20333
periodo smart, fill random,20333,0.0001929,20333
periodo naive, fill with period,11,0.0007525,20333
periodo smart, fill with period,11,0.00018625,20333
periodo naive, fill random,21144,1.32191,21144
periodo smart, fill random,21144,0.00021155,21144
periodo naive, fill with period,1,0.00015935,21144
periodo smart, fill with period,1,0.00019145,21144
periodo naive, fill random,21988,1.35396,21988
periodo smart, fill random,21988,0.00020075,21988
periodo naive, fill with period,2,0.00021535,21988
periodo smart, fill with period,2,0.00019,21988
periodo naive, fill random,22865,1.40841,22865
periodo smart, fill random,22865,0.00020355,22865
periodo naive, fill with period,21,0.0013375,22865
periodo smart, fill with period,21,0.00019405,22865
periodo naive, fill random,23777,1.46855,23777
periodo smart, fill random,23777,0.0002017,23777
periodo naive, fill with period,4,0.00033215,23777
periodo smart, fill with period,4,0.0002404,23777
periodo naive, fill random,24726,1.55626,24726
periodo smart, fill random,24726,0.00036785,24726
periodo naive, fill with period,19,0.00191475,24726
periodo smart, fill with period,19,0.00032965,24726
periodo naive, fill random,25712,1.599,25712
periodo smart, fill random,25712,0.0002072,25712
periodo naive, fill with period,3,0.0002736,25712
periodo smart, fill with period,3,0.00020415,25712
periodo naive, fill random,26738,1.58739,26738
periodo smart, fill random,26738,0.00020975,26738
periodo naive, fill with period,19,0.00119195,26738
periodo smart, fill with period,19,0.00020105,26738
periodo naive, fill random,27805,1.60695,27805
periodo smart, fill random,27805,0.0002127,27805
periodo naive, fill with period,9,0.000616,27805
periodo smart, fill with period,9,0.0002036,27805
periodo naive, fill random,28914,1.64962,28914
periodo smart, fill random,28914,0.0002157,28914
periodo naive, fill with period,15,0.00094765,28914
periodo smart, fill with period,15,0.0002061,28914
periodo naive, fill random,30067,1.70568,30067
periodo smart, fill random,30067,0.0002186,30067
periodo naive, fill with period,16,0.0009912,30067
periodo smart, fill with period,16,0.0002088,30067
periodo naive, fill random,31267,1.76303,31267
periodo smart, fill random,31267,0.0002218,31267
periodo naive, fill with period,7,0.0004931,31267
periodo smart, fill with period,7,0.00021165,31267
periodo naive, fill random,32514,1.79981,32514
periodo smart, fill random,32514,0.0002266,32514
periodo naive, fill with period,11,0.00071315,32514
periodo smart, fill with period,11,0.00021465,32514
periodo naive, fill random,33812,1.8503,33812
periodo smart, fill random,33812,0.000234,33812
periodo naive, fill with period,25,0.00147145,33812
periodo smart, fill with period,25,0.0002195,33812
periodo naive, fill random,35161,1.90868,35161
periodo smart, fill random,35161,0.00023545,35161
periodo naive, fill with period,15,0.000927,35161
periodo smart, fill with period,15,0.0002209,35161
periodo naive, fill random,36563,1.95163,36563
periodo smart, fill random,36563,0.0002358,36563
periodo naive, fill with period,17,0.00104,36563
periodo smart, fill with period,17,0.0002241,36563
periodo naive, fill random,38022,1.99836,38022
periodo smart, fill random,38022,0.00023975,38022
periodo naive, fill with period,10,0.0006311,38022
periodo smart, fill with period,10,0.0002274,38022
periodo naive, fill random,39539,2.06142,39539
periodo smart, fill random,39539,0.00024705,39539
periodo naive, fill with period,20,0.00116905,39539
periodo smart, fill with period,20,0.0002366,39539
periodo naive, fill random,41117,1.86488,41117
periodo smart, fill random,41117,0.00023675,41117
periodo naive, fill with period,19,0.00096755,41117
periodo smart, fill with period,19,0.0002298,41117
periodo naive, fill random,42757,1.89979,42757
periodo smart, fill random,42757,0.00024045,42757
periodo naive, fill with period,1,0.0001612,42757
periodo smart, fill with period,1,0.0002268,42757
periodo naive, fill random,44463,1.93757,44463
periodo smart, fill random,44463,0.0002491,44463
periodo naive, fill with period,24,0.0012076,44463
periodo smart, fill with period,24,0.0002304,44463
periodo naive, fill random,46237,1.93825,46237
periodo smart, fill random,46237,0.0002487,46237
periodo naive, fill with period,25,0.0011511,46237
periodo smart, fill with period,25,0.0002338,46237
periodo naive, fill random,48081,1.97968,48081
periodo smart, fill random,48081,0.00025325,48081
periodo naive, fill with period,15,0.0007469,48081
periodo smart, fill with period,15,0.00024175,48081
periodo naive, fill random,1000,0.0052312,1000
periodo smart, fill random,1000,2.184e-05,1000
periodo naive, fill with period,1,1.96167e-05,1000
periodo smart, fill with period,1,2.128e-05,1000
periodo naive, fill random,1039,0.005175,1039
periodo smart, fill random,1039,2.184e-05,1039
periodo naive, fill with period,12,6.625e-05,1039
periodo smart, fill with period,12,2.138e-05,1039
periodo naive, fill random,1081,0.00545675,1081
periodo smart, fill random,1081,2.208e-05,1081
periodo naive, fill with period,14,7.59e-05,1081
periodo smart, fill with period,14,2.154e-05,1081
periodo naive, fill random,1124,0.00568525,1124
periodo smart, fill random,1124,2.232e-05,1124
periodo naive, fill with period,20,0.0001049,1124
periodo smart, fill with period,20,2.166e-05,1124
periodo naive, fill random,1169,0.0058088,1169
periodo smart, fill random,1169,2.55e-05,1169
periodo naive, fill with period,2,2.65e-05,1169
periodo smart, fill with period,2,2.46e-05,1169
periodo naive, fill random,1216,0.0059931,1216
periodo smart, fill random,1216,2.26e-05,1216
periodo naive, fill with period,2,2.51e-05,1216
periodo smart, fill with period,2,2.196e-05,1216
periodo naive, fill random,1264,0.00622255,1264
periodo smart, fill random,1264,2.282e-05,1264
periodo naive, fill with period,9,5.045e-05,1264
periodo smart, fill with period,9,2.214e-05,1264
periodo naive, fill random,1315,0.0064549,1315
periodo smart, fill random,1315,2.296e-05,1315
periodo naive, fill with period,21,0.00010755,1315
periodo smart, fill with period,21,2.232e-05,1315
periodo naive, fill random,1367,0.0066339,1367
periodo smart, fill random,1367,2.324e-05,1367
periodo naive, fill with period,2,2.505e-05,1367
periodo smart, fill with period,2,2.246e-05,1367
periodo naive, fill random,1422,0.006942,1422
periodo smart, fill random,1422,2.352e-05,1422
periodo naive, fill with period,15,7.815e-05,1422
periodo smart, fill with period,15,2.332e-05,1422
periodo naive, fill random,1478,0.00705175,1478
periodo smart, fill random,1478,2.55e-05,1478
periodo naive, fill with period,22,0.0001105,1478
periodo smart, fill with period,22,2.314e-05,1478
periodo naive, fill random,1537,0.00735975,1537
